palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-Q9RYZKVI,400,Thon en Morceaux à l'Huile,3003,2025-11-27 09:43:50,production-day-2025-11-27.xlsx
PAL-P7EEKNXQ,5/2 [2],Thon Entier à l'Huile,3001,2025-11-27 13:19:11,production-day-2025-11-27.xlsx
PAL-P4PAQ7PQ,5/2 [1],Thon en Morceaux au Naturel,3002,2025-11-27 11:26:02,production-day-2025-11-27.xlsx
PAL-QLR5QVOR,5/2 [1],Thon Emietté à l'Huile,3003,2025-11-27 16:22:18,production-day-2025-11-27.xlsx
PAL-6G4GHBR8,5/2 [2],Thon Entier à l'Huile,3001,2025-11-27 14:33:34,production-day-2025-11-27.xlsx
PAL-XDVBFL0K,5/2 [2],Thon en Morceaux au Naturel,3001,2025-11-27 18:10:05,production-day-2025-11-27.xlsx
PAL-QVB482OJ,400,Thon en Morceaux à l'Huile,3001,2025-11-27 12:53:05,production-day-2025-11-27.xlsx
PAL-JOWX7KDK,5/2 [2],Thon Entier à l'Huile,3002,2025-11-27 11:33:12,production-day-2025-11-27.xlsx
PAL-9C9AXXTX,5/2 [1],Thon Emietté à l'Huile,3001,2025-11-27 10:26:41,production-day-2025-11-27.xlsx
PAL-AYG28G2C,5/2 [1],Thon Emietté à l'Huile,3001,2025-11-27 17:13:31,production-day-2025-11-27.xlsx
PAL-QYDVVNR0,5/2 [2],Thon Entier au Naturel,3001,2025-11-27 17:26:54,production-day-2025-11-27.xlsx
PAL-NFW6AYZB,400,Thon Entier à l'Huile,3002,2025-11-27 14:49:04,production-day-2025-11-27.xlsx
PAL-RK9G3VPW,5/2 [2],Thon Emietté à l'Huile,3002,2025-11-27 16:46:21,production-day-2025-11-27.xlsx
PAL-UF6ANK63,1/5,Thon en Morceaux à l'Huile,3003,2025-11-27 12:16:21,production-day-2025-11-27.xlsx
PAL-QKCYITSZ,5/2 [2],Thon Entier au Naturel,3001,2025-11-27 13:43:02,production-day-2025-11-27.xlsx
PAL-FYLCWHAY,400,Thon Emietté à l'Huile,3002,2025-11-27 13:16:28,production-day-2025-11-27.xlsx
PAL-VT3MCYAA,1/5,Thon Emietté à la Tomate,3001,2025-11-27 16:07:54,production-day-2025-11-27.xlsx
PAL-KALDT9WA,400,Thon en Morceaux à l'Huile,3001,2025-11-27 12:47:47,production-day-2025-11-27.xlsx
PAL-0TBKQX0O,5/2 [1],Thon en Morceaux au Naturel,3003,2025-11-27 17:29:37,production-day-2025-11-27.xlsx
PAL-6RD54DWD,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-11-27 10:26:28,production-day-2025-11-27.xlsx
PAL-DOT8FWKL,5/2 [1],Thon Entier au Naturel,3003,2025-11-27 17:28:29,production-day-2025-11-27.xlsx
PAL-4KH5CX7D,5/2 [2],Thon Emietté à l'Huile,3003,2025-11-27 13:18:31,production-day-2025-11-27.xlsx
PAL-J5RDJBMD,Manuel,Thon Entier au Naturel,3001,2025-11-27 15:42:40,production-day-2025-11-27.xlsx
PAL-PXEEH6LT,1/5,Thon en Morceaux à l'Huile,3001,2025-11-27 15:17:32,production-day-2025-11-27.xlsx
PAL-JTI88RWZ,1/5,Thon en Morceaux au Naturel,3001,2025-11-27 12:48:58,production-day-2025-11-27.xlsx
PAL-1YAKIW70,5/2 [1],Thon en Morceaux au Naturel,3001,2025-11-27 16:32:34,production-day-2025-11-27.xlsx
