parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-831,1,Miette,238.44,E,25,2026-03-06 06:23:44,2026-03-06 16:04:01,SENT_TO_LIGNE,1001,2005,2003,2002,2002,production-day-2026-03-06.xlsx
PRG-171,2,Longe précuit,369.35,I,9,2026-03-06 06:51:47,2026-03-06 09:16:53,SENT_TO_LIGNE,1003,2005,2005,2001,2005,production-day-2026-03-06.xlsx
PRG-651,3,CB Simple parage,340.86,E,22,2026-03-06 07:00:24,2026-03-06 15:55:42,SENT_TO_LIGNE,1003,2001,2002,2003,2002,production-day-2026-03-06.xlsx
PRG-200,4,CB Double parage,412.34,B,33,2026-03-06 07:25:10,2026-03-06 10:24:48,SENT_TO_LIGNE,1002,2004,2003,2001,2002,production-day-2026-03-06.xlsx
PRG-544,5,CB Simple parage,299.85,H,17,2026-03-06 08:11:47,2026-03-06 10:20:14,SENT_TO_LIGNE,1002,2002,2003,2005,2001,production-day-2026-03-06.xlsx
PRG-840,6,CB Simple parage,352.67,B,6,2026-03-06 06:00:11,2026-03-06 14:54:42,SENT_TO_LIGNE,1002,2003,2002,2005,2003,production-day-2026-03-06.xlsx
PRG-500,7,Longe précuit,427.54,G,3,2026-03-06 08:34:02,2026-03-06 10:47:46,SENT_TO_LIGNE,1002,2004,2002,2001,2003,production-day-2026-03-06.xlsx
PRG-210,8,CB Simple parage,272.33,G,15,2026-03-06 07:23:52,2026-03-06 14:41:34,SENT_TO_LIGNE,1001,2003,2005,2002,2004,production-day-2026-03-06.xlsx
PRG-298,9,CB Simple parage,418.58,I,14,2026-03-06 06:41:29,2026-03-06 15:23:47,SENT_TO_LIGNE,1001,2002,2002,2002,2004,production-day-2026-03-06.xlsx
PRG-857,10,Longe précuit,407.81,D,29,2026-03-06 06:13:36,2026-03-06 14:19:52,SENT_TO_LIGNE,1002,2003,2004,2002,2004,production-day-2026-03-06.xlsx
PRG-286,11,Miette,317.69,H,2,2026-03-06 09:37:20,2026-03-06 15:01:50,SENT_TO_LIGNE,1003,2002,2004,2002,2001,production-day-2026-03-06.xlsx
PRG-287,12,CT simple parage,315.52,A,1,2026-03-06 08:59:42,2026-03-06 17:56:59,SENT_TO_LIGNE,1003,2003,2001,2005,2001,production-day-2026-03-06.xlsx
PRG-933,13,CB Double parage,300.65,G,5,2026-03-06 08:49:44,2026-03-06 17:41:53,SENT_TO_LIGNE,1003,2002,2005,2003,2002,production-day-2026-03-06.xlsx
PRG-530,14,CB Simple parage,264.91,H,7,2026-03-06 08:01:38,2026-03-06 12:57:03,SENT_TO_LIGNE,1003,2001,2001,2003,2005,production-day-2026-03-06.xlsx
PRG-545,15,Miette,398.25,D,3,2026-03-06 07:48:10,2026-03-06 14:32:50,SENT_TO_LIGNE,1001,2004,2002,2005,2005,production-day-2026-03-06.xlsx
PRG-929,16,Morcelé,379.81,B,19,2026-03-06 07:49:12,2026-03-06 15:39:07,SENT_TO_LIGNE,1001,2004,2002,2004,2004,production-day-2026-03-06.xlsx
PRG-123,17,CB Double parage,236.2,E,20,2026-03-06 09:01:01,2026-03-06 14:17:06,SENT_TO_LIGNE,1003,2004,2005,2002,2003,production-day-2026-03-06.xlsx
PRG-130,18,CB Double parage,437.39,I,13,2026-03-06 06:21:04,2026-03-06 08:26:08,SENT_TO_LIGNE,1001,2005,2003,2003,2003,production-day-2026-03-06.xlsx
PRG-602,19,Morcelé,288.68,B,26,2026-03-06 08:45:32,2026-03-06 12:34:19,SENT_TO_LIGNE,1001,2005,2002,2001,2001,production-day-2026-03-06.xlsx
PRG-961,20,CB Simple parage,203.75,I,32,2026-03-06 08:48:38,2026-03-06 16:55:42,SENT_TO_LIGNE,1002,2004,2005,2004,2001,production-day-2026-03-06.xlsx
