parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-698,1,CB Simple parage,212.47,G,4,2025-12-29 08:09:45,2025-12-29 16:52:30,SENT_TO_LIGNE,1002,2002,2004,2001,2003,production-day-2025-12-29.xlsx
PRG-968,2,CB Double parage,259.51,A,25,2025-12-29 07:44:14,2025-12-29 12:07:50,SENT_TO_LIGNE,1003,2005,2003,2001,2001,production-day-2025-12-29.xlsx
PRG-280,3,CT simple parage,443.71,F,15,2025-12-29 07:12:50,2025-12-29 10:28:42,SENT_TO_LIGNE,1003,2004,2003,2003,2005,production-day-2025-12-29.xlsx
PRG-423,4,CT simple parage,255.79,H,34,2025-12-29 07:28:41,2025-12-29 09:48:49,SENT_TO_LIGNE,1001,2001,2001,2003,2004,production-day-2025-12-29.xlsx
PRG-268,5,Morcelé,193.7,E,13,2025-12-29 08:24:00,2025-12-29 16:01:45,SENT_TO_LIGNE,1001,2005,2003,2004,2002,production-day-2025-12-29.xlsx
PRG-983,6,Morcelé,216.25,D,20,2025-12-29 07:03:14,2025-12-29 11:17:48,SENT_TO_LIGNE,1003,2005,2003,2003,2005,production-day-2025-12-29.xlsx
PRG-643,7,CB Simple parage,186.74,I,20,2025-12-29 07:32:48,2025-12-29 12:01:48,SENT_TO_LIGNE,1001,2002,2003,2001,2004,production-day-2025-12-29.xlsx
PRG-923,8,CB Simple parage,259.38,A,32,2025-12-29 06:54:59,2025-12-29 14:41:53,SENT_TO_LIGNE,1003,2002,2001,2001,2001,production-day-2025-12-29.xlsx
PRG-783,9,Morcelé,342.61,H,26,2025-12-29 08:50:05,2025-12-29 12:18:43,SENT_TO_LIGNE,1001,2003,2004,2004,2005,production-day-2025-12-29.xlsx
PRG-762,10,CT simple parage,320.57,B,28,2025-12-29 06:30:04,2025-12-29 09:32:07,SENT_TO_LIGNE,1002,2001,2003,2001,2003,production-day-2025-12-29.xlsx
PRG-968,11,Longe précuit,377.32,F,1,2025-12-29 08:20:31,2025-12-29 14:56:35,SENT_TO_LIGNE,1002,2003,2005,2003,2005,production-day-2025-12-29.xlsx
PRG-819,12,CB Simple parage,280.15,B,35,2025-12-29 09:53:46,2025-12-29 13:26:15,SENT_TO_LIGNE,1003,2001,2003,2003,2001,production-day-2025-12-29.xlsx
PRG-687,13,CB Simple parage,447.12,H,13,2025-12-29 06:49:29,2025-12-29 16:02:10,SENT_TO_LIGNE,1002,2005,2001,2004,2003,production-day-2025-12-29.xlsx
PRG-161,14,Morcelé,384.66,H,28,2025-12-29 06:10:01,2025-12-29 08:14:08,SENT_TO_LIGNE,1002,2001,2004,2005,2004,production-day-2025-12-29.xlsx
PRG-626,15,CB Simple parage,237.09,G,19,2025-12-29 08:01:41,2025-12-29 12:23:37,SENT_TO_LIGNE,1001,2001,2004,2001,2002,production-day-2025-12-29.xlsx
PRG-146,16,Morcelé,424.15,H,2,2025-12-29 07:45:23,2025-12-29 16:43:47,SENT_TO_LIGNE,1001,2005,2004,2003,2005,production-day-2025-12-29.xlsx
PRG-496,17,Morcelé,282.49,F,34,2025-12-29 06:34:46,2025-12-29 11:28:19,SENT_TO_LIGNE,1002,2003,2002,2002,2005,production-day-2025-12-29.xlsx
PRG-702,18,Morcelé,441.57,E,6,2025-12-29 06:51:31,2025-12-29 15:15:32,SENT_TO_LIGNE,1002,2004,2004,2005,2001,production-day-2025-12-29.xlsx
PRG-289,19,Miette,262.93,E,11,2025-12-29 06:19:13,2025-12-29 13:52:34,SENT_TO_LIGNE,1001,2004,2002,2004,2004,production-day-2025-12-29.xlsx
PRG-528,20,CT simple parage,337.55,A,16,2025-12-29 09:48:22,2025-12-29 18:01:16,SENT_TO_LIGNE,1002,2002,2001,2001,2004,production-day-2025-12-29.xlsx
PRG-528,21,Morcelé,315.33,E,35,2025-12-29 06:46:02,2025-12-29 08:48:29,SENT_TO_LIGNE,1002,2001,2005,2005,2002,production-day-2025-12-29.xlsx
PRG-352,22,Morcelé,275.76,B,30,2025-12-29 08:11:42,2025-12-29 17:02:57,SENT_TO_LIGNE,1003,2001,2002,2003,2001,production-day-2025-12-29.xlsx
PRG-316,23,CB Simple parage,441.66,B,10,2025-12-29 07:09:27,2025-12-29 11:29:00,SENT_TO_LIGNE,1003,2005,2003,2003,2003,production-day-2025-12-29.xlsx
PRG-176,24,CB Simple parage,362.67,A,19,2025-12-29 08:07:05,2025-12-29 13:36:38,SENT_TO_LIGNE,1002,2001,2004,2001,2003,production-day-2025-12-29.xlsx
