palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-JPQTZK5H,5/2 [2],Thon Emietté à la Tomate,3001,2026-02-16 18:58:38,production-day-2026-02-16.xlsx
PAL-CZGU00L9,5/2 [1],Thon Entier à l'Huile,3002,2026-02-16 10:45:41,production-day-2026-02-16.xlsx
PAL-VVR48D3I,5/2 [1],Thon Entier à l'Huile,3002,2026-02-16 12:51:48,production-day-2026-02-16.xlsx
PAL-RZPS6JIV,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-16 17:30:08,production-day-2026-02-16.xlsx
PAL-LICFLHC4,400,Thon en Morceaux au Naturel,3001,2026-02-16 09:38:54,production-day-2026-02-16.xlsx
PAL-3JJ4WE2F,5/2 [1],Thon en Morceaux au Naturel,3002,2026-02-16 09:35:22,production-day-2026-02-16.xlsx
PAL-FCV99BFV,5/2 [2],Thon Entier au Naturel,3003,2026-02-16 14:35:02,production-day-2026-02-16.xlsx
PAL-NHZY0P2B,400,Thon Emietté à l'Huile,3001,2026-02-16 16:27:30,production-day-2026-02-16.xlsx
PAL-QPPXODN1,Manuel,Thon Emietté à la Tomate,3001,2026-02-16 15:55:51,production-day-2026-02-16.xlsx
PAL-IWT3J2A2,400,Thon Emietté à l'Huile,3003,2026-02-16 13:07:50,production-day-2026-02-16.xlsx
PAL-SX6JZWQ5,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-16 15:41:46,production-day-2026-02-16.xlsx
PAL-PPQJFGSY,5/2 [1],Thon en Morceaux au Naturel,3003,2026-02-16 17:18:33,production-day-2026-02-16.xlsx
PAL-F9G5MJK5,1/5,Thon en Morceaux à l'Huile,3001,2026-02-16 14:45:42,production-day-2026-02-16.xlsx
PAL-QC1QRS62,5/2 [1],Thon Entier au Naturel,3003,2026-02-16 12:12:09,production-day-2026-02-16.xlsx
PAL-IO7IUOIM,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-16 14:10:27,production-day-2026-02-16.xlsx
PAL-7280N6F3,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-16 16:46:58,production-day-2026-02-16.xlsx
PAL-12BNO2YL,400,Thon Entier à l'Huile,3003,2026-02-16 15:34:49,production-day-2026-02-16.xlsx
PAL-RDP0MD6N,5/2 [2],Thon Emietté à l'Huile,3002,2026-02-16 14:24:41,production-day-2026-02-16.xlsx
PAL-IOCKUZ9R,1/5,Thon en Morceaux à l'Huile,3002,2026-02-16 15:22:43,production-day-2026-02-16.xlsx
PAL-P2BUVV64,5/2 [1],Thon Entier au Naturel,3003,2026-02-16 17:26:00,production-day-2026-02-16.xlsx
PAL-KD39RXOX,400,Thon Emietté à l'Huile,3003,2026-02-16 12:40:09,production-day-2026-02-16.xlsx
PAL-YG6RA663,1/5,Thon en Morceaux au Naturel,3002,2026-02-16 19:04:48,production-day-2026-02-16.xlsx
PAL-DH7XX3NU,Manuel,Thon Emietté à la Tomate,3001,2026-02-16 13:26:36,production-day-2026-02-16.xlsx
PAL-V32KIUNZ,1/5,Thon Entier au Naturel,3001,2026-02-16 10:28:25,production-day-2026-02-16.xlsx
PAL-9B1Y3EE8,400,Thon Emietté à l'Huile,3001,2026-02-16 13:42:05,production-day-2026-02-16.xlsx
PAL-1E4P1VIB,5/2 [1],Thon en Morceaux au Naturel,3003,2026-02-16 13:03:39,production-day-2026-02-16.xlsx
PAL-PC4YN3BK,5/2 [2],Thon Entier au Naturel,3001,2026-02-16 12:31:40,production-day-2026-02-16.xlsx
PAL-400W0C68,400,Thon en Morceaux à l'Huile,3002,2026-02-16 17:55:25,production-day-2026-02-16.xlsx
PAL-66AKBVXQ,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-02-16 10:01:37,production-day-2026-02-16.xlsx
PAL-KE1BFHR5,5/2 [1],Thon en Morceaux au Naturel,3002,2026-02-16 17:51:21,production-day-2026-02-16.xlsx
PAL-IW8N3ISG,400,Thon Emietté à l'Huile,3003,2026-02-16 12:43:07,production-day-2026-02-16.xlsx
PAL-VU6EDBJ3,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-16 15:33:07,production-day-2026-02-16.xlsx
PAL-1DS6RHP0,5/2 [1],Thon Entier à l'Huile,3003,2026-02-16 11:19:20,production-day-2026-02-16.xlsx
PAL-OJXTWQYX,400,Thon en Morceaux au Naturel,3001,2026-02-16 13:01:06,production-day-2026-02-16.xlsx
PAL-2UK4ZG80,Manuel,Thon Emietté à la Tomate,3002,2026-02-16 14:07:17,production-day-2026-02-16.xlsx
