palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-LPRZWHZ8,5/2 [1],Thon Emietté à la Tomate,3001,2026-02-12 15:33:40,production-day-2026-02-12.xlsx
PAL-FE4149KX,5/2 [2],Thon Entier à l'Huile,3001,2026-02-12 13:29:35,production-day-2026-02-12.xlsx
PAL-9ZC31HN5,400,Thon Entier à l'Huile,3003,2026-02-12 12:39:53,production-day-2026-02-12.xlsx
PAL-HBB5RUMA,400,Thon Entier au Naturel,3002,2026-02-12 12:43:52,production-day-2026-02-12.xlsx
PAL-5C82TWUK,5/2 [2],Thon Emietté à la Tomate,3002,2026-02-12 17:12:13,production-day-2026-02-12.xlsx
PAL-0RL76TMC,5/2 [2],Thon en Morceaux au Naturel,3001,2026-02-12 14:48:26,production-day-2026-02-12.xlsx
PAL-KP0QV6NX,Manuel,Thon en Morceaux à l'Huile,3001,2026-02-12 15:06:10,production-day-2026-02-12.xlsx
PAL-OSJJ9745,5/2 [2],Thon Emietté à la Tomate,3002,2026-02-12 16:15:54,production-day-2026-02-12.xlsx
PAL-VRDUXDKO,400,Thon Entier au Naturel,3001,2026-02-12 12:58:56,production-day-2026-02-12.xlsx
PAL-UT93NU3R,5/2 [1],Thon Entier au Naturel,3001,2026-02-12 15:25:12,production-day-2026-02-12.xlsx
PAL-1NUZVGFK,400,Thon en Morceaux à l'Huile,3001,2026-02-12 09:56:20,production-day-2026-02-12.xlsx
PAL-B62QNCA4,5/2 [1],Thon Entier à l'Huile,3001,2026-02-12 09:42:01,production-day-2026-02-12.xlsx
PAL-J0W0FB2W,400,Thon en Morceaux au Naturel,3003,2026-02-12 16:11:49,production-day-2026-02-12.xlsx
PAL-VIEJS7NB,5/2 [2],Thon Emietté à l'Huile,3001,2026-02-12 10:50:54,production-day-2026-02-12.xlsx
PAL-JU36H3YS,5/2 [1],Thon Emietté à la Tomate,3003,2026-02-12 11:10:30,production-day-2026-02-12.xlsx
PAL-6UCU11AU,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-12 09:43:04,production-day-2026-02-12.xlsx
PAL-IK6NZ58X,Manuel,Thon en Morceaux au Naturel,3003,2026-02-12 17:50:45,production-day-2026-02-12.xlsx
PAL-IZMI10MW,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-02-12 15:38:31,production-day-2026-02-12.xlsx
PAL-ZSBVGUFO,5/2 [1],Thon en Morceaux au Naturel,3003,2026-02-12 12:18:04,production-day-2026-02-12.xlsx
PAL-1YVLV012,5/2 [1],Thon Entier au Naturel,3003,2026-02-12 16:22:52,production-day-2026-02-12.xlsx
PAL-68II52HE,Manuel,Thon en Morceaux au Naturel,3002,2026-02-12 18:10:53,production-day-2026-02-12.xlsx
