palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-KVEG8P07,1/5,Thon Emietté à l'Huile,3002,2026-01-28 17:15:15,production-day-2026-01-28.xlsx
PAL-ZKQJPHXD,Manuel,Thon en Morceaux à l'Huile,3003,2026-01-28 16:57:39,production-day-2026-01-28.xlsx
PAL-SFT4N776,5/2 [2],Thon Emietté à l'Huile,3001,2026-01-28 15:21:17,production-day-2026-01-28.xlsx
PAL-3UA1I3YR,Manuel,Thon en Morceaux au Naturel,3003,2026-01-28 12:07:29,production-day-2026-01-28.xlsx
PAL-47NGURWX,5/2 [2],Thon en Morceaux à l'Huile,3003,2026-01-28 15:21:14,production-day-2026-01-28.xlsx
PAL-KCM9GRQ8,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-28 16:23:44,production-day-2026-01-28.xlsx
PAL-87VI18ML,5/2 [2],Thon en Morceaux à l'Huile,3003,2026-01-28 16:30:01,production-day-2026-01-28.xlsx
PAL-TFD6LFDJ,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-01-28 17:18:19,production-day-2026-01-28.xlsx
PAL-WGBXG0X2,5/2 [1],Thon en Morceaux au Naturel,3001,2026-01-28 18:48:31,production-day-2026-01-28.xlsx
PAL-81ANKIIF,400,Thon en Morceaux à l'Huile,3002,2026-01-28 15:57:28,production-day-2026-01-28.xlsx
PAL-BWC2B2EI,5/2 [1],Thon Emietté à l'Huile,3002,2026-01-28 14:52:59,production-day-2026-01-28.xlsx
PAL-G2N4PBVQ,Manuel,Thon Emietté à la Tomate,3001,2026-01-28 19:12:55,production-day-2026-01-28.xlsx
PAL-BO1V5728,400,Thon Entier au Naturel,3001,2026-01-28 16:43:26,production-day-2026-01-28.xlsx
PAL-PIAPCWRJ,1/5,Thon Entier à l'Huile,3003,2026-01-28 17:43:14,production-day-2026-01-28.xlsx
PAL-BETR1PQ7,5/2 [1],Thon Entier au Naturel,3003,2026-01-28 18:15:44,production-day-2026-01-28.xlsx
PAL-LK9NND82,Manuel,Thon Emietté à l'Huile,3001,2026-01-28 12:57:34,production-day-2026-01-28.xlsx
PAL-THVD6MKH,5/2 [2],Thon Entier au Naturel,3003,2026-01-28 15:46:53,production-day-2026-01-28.xlsx
PAL-56HZ1UTP,Manuel,Thon Entier au Naturel,3002,2026-01-28 16:30:45,production-day-2026-01-28.xlsx
