parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-861,1,CB Double parage,447.59,E,28,2026-01-16 06:53:12,2026-01-16 15:30:16,SENT_TO_LIGNE,1002,2003,2001,2004,2003,production-day-2026-01-16.xlsx
PRG-100,2,CB Double parage,240.31,H,31,2026-01-16 08:44:23,2026-01-16 13:51:50,SENT_TO_LIGNE,1002,2003,2005,2004,2001,production-day-2026-01-16.xlsx
PRG-894,3,CB Simple parage,374.69,B,11,2026-01-16 06:37:11,2026-01-16 13:24:30,SENT_TO_LIGNE,1001,2004,2005,2002,2001,production-day-2026-01-16.xlsx
PRG-796,4,CB Simple parage,244.27,G,35,2026-01-16 06:31:27,2026-01-16 11:52:38,SENT_TO_LIGNE,1002,2005,2004,2002,2002,production-day-2026-01-16.xlsx
PRG-420,5,Morcelé,284.12,G,35,2026-01-16 06:29:18,2026-01-16 11:38:43,SENT_TO_LIGNE,1002,2004,2004,2001,2005,production-day-2026-01-16.xlsx
PRG-706,6,CB Simple parage,185.24,E,4,2026-01-16 09:38:17,2026-01-16 11:38:39,SENT_TO_LIGNE,1001,2002,2004,2004,2004,production-day-2026-01-16.xlsx
PRG-893,7,CB Simple parage,320.26,H,23,2026-01-16 07:29:12,2026-01-16 14:11:00,SENT_TO_LIGNE,1001,2002,2001,2005,2001,production-day-2026-01-16.xlsx
PRG-856,8,CB Simple parage,417.52,G,21,2026-01-16 09:58:41,2026-01-16 16:05:26,SENT_TO_LIGNE,1003,2004,2004,2005,2004,production-day-2026-01-16.xlsx
PRG-482,9,Miette,368.11,F,25,2026-01-16 08:50:15,2026-01-16 11:54:06,SENT_TO_LIGNE,1001,2003,2002,2004,2001,production-day-2026-01-16.xlsx
PRG-672,10,CB Simple parage,395.01,F,24,2026-01-16 08:02:57,2026-01-16 13:08:21,SENT_TO_LIGNE,1001,2003,2003,2003,2004,production-day-2026-01-16.xlsx
PRG-477,11,CT simple parage,311.2,E,2,2026-01-16 07:09:50,2026-01-16 15:55:39,SENT_TO_LIGNE,1001,2004,2001,2004,2005,production-day-2026-01-16.xlsx
PRG-455,12,CB Simple parage,309.55,B,32,2026-01-16 08:46:54,2026-01-16 11:58:10,SENT_TO_LIGNE,1002,2005,2003,2002,2002,production-day-2026-01-16.xlsx
PRG-114,13,CB Simple parage,198.52,B,14,2026-01-16 08:37:42,2026-01-16 12:55:17,SENT_TO_LIGNE,1003,2002,2002,2002,2005,production-day-2026-01-16.xlsx
PRG-799,14,Longe précuit,249.92,I,15,2026-01-16 06:35:33,2026-01-16 14:31:29,SENT_TO_LIGNE,1003,2001,2004,2004,2005,production-day-2026-01-16.xlsx
PRG-995,15,CB Simple parage,408.79,H,24,2026-01-16 09:18:29,2026-01-16 12:25:58,SENT_TO_LIGNE,1001,2004,2001,2005,2002,production-day-2026-01-16.xlsx
PRG-255,16,CB Double parage,375.78,D,9,2026-01-16 09:13:11,2026-01-16 14:06:27,SENT_TO_LIGNE,1002,2005,2004,2005,2001,production-day-2026-01-16.xlsx
PRG-441,17,CB Simple parage,448.27,D,6,2026-01-16 09:38:54,2026-01-16 15:31:04,SENT_TO_LIGNE,1003,2003,2002,2001,2002,production-day-2026-01-16.xlsx
PRG-788,18,Longe précuit,371.37,B,17,2026-01-16 09:53:47,2026-01-16 17:24:06,SENT_TO_LIGNE,1001,2002,2002,2003,2004,production-day-2026-01-16.xlsx
PRG-344,19,CT simple parage,237.94,F,32,2026-01-16 06:40:40,2026-01-16 11:34:54,SENT_TO_LIGNE,1001,2001,2001,2005,2004,production-day-2026-01-16.xlsx
PRG-298,20,Miette,315.17,D,26,2026-01-16 08:53:27,2026-01-16 14:12:14,SENT_TO_LIGNE,1003,2001,2004,2002,2004,production-day-2026-01-16.xlsx
PRG-197,21,Morcelé,295.23,H,8,2026-01-16 08:55:26,2026-01-16 14:01:02,SENT_TO_LIGNE,1003,2004,2002,2003,2004,production-day-2026-01-16.xlsx
PRG-176,22,CB Simple parage,414.97,G,20,2026-01-16 09:35:59,2026-01-16 12:09:04,SENT_TO_LIGNE,1001,2002,2002,2001,2005,production-day-2026-01-16.xlsx
PRG-249,23,Longe précuit,329.44,E,23,2026-01-16 06:58:18,2026-01-16 12:44:01,SENT_TO_LIGNE,1001,2004,2004,2004,2002,production-day-2026-01-16.xlsx
