parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-749,1,Longe précuit,221.3,B,35,2026-02-11 06:43:56,2026-02-11 12:40:43,SENT_TO_LIGNE,1003,2005,2005,2005,2003,production-day-2026-02-11.xlsx
PRG-381,2,CB Simple parage,219.97,H,29,2026-02-11 06:28:02,2026-02-11 12:44:01,SENT_TO_LIGNE,1002,2002,2005,2003,2003,production-day-2026-02-11.xlsx
PRG-474,3,CB Simple parage,272.51,C,28,2026-02-11 06:22:14,2026-02-11 15:32:10,SENT_TO_LIGNE,1001,2002,2001,2004,2002,production-day-2026-02-11.xlsx
PRG-614,4,Longe précuit,437.58,F,23,2026-02-11 08:28:34,2026-02-11 11:48:38,SENT_TO_LIGNE,1001,2003,2001,2004,2003,production-day-2026-02-11.xlsx
PRG-861,5,CB Double parage,265.25,G,21,2026-02-11 07:30:17,2026-02-11 14:19:42,SENT_TO_LIGNE,1002,2004,2003,2001,2004,production-day-2026-02-11.xlsx
PRG-655,6,CB Simple parage,430.69,F,23,2026-02-11 07:25:09,2026-02-11 09:43:08,SENT_TO_LIGNE,1002,2004,2002,2005,2003,production-day-2026-02-11.xlsx
PRG-766,7,CB Simple parage,406.62,H,27,2026-02-11 07:51:07,2026-02-11 17:30:58,SENT_TO_LIGNE,1001,2001,2001,2002,2004,production-day-2026-02-11.xlsx
PRG-257,8,Morcelé,266.53,F,30,2026-02-11 08:55:41,2026-02-11 18:55:32,SENT_TO_LIGNE,1003,2001,2002,2003,2004,production-day-2026-02-11.xlsx
PRG-221,9,CB Double parage,351.39,B,31,2026-02-11 07:47:37,2026-02-11 12:53:43,SENT_TO_LIGNE,1001,2002,2003,2001,2005,production-day-2026-02-11.xlsx
PRG-635,10,Miette,257.18,I,28,2026-02-11 08:32:01,2026-02-11 10:51:05,SENT_TO_LIGNE,1001,2002,2005,2005,2003,production-day-2026-02-11.xlsx
PRG-381,11,Miette,399.82,E,23,2026-02-11 07:21:20,2026-02-11 09:25:00,SENT_TO_LIGNE,1003,2005,2002,2004,2002,production-day-2026-02-11.xlsx
PRG-693,12,Morcelé,430.74,H,4,2026-02-11 07:04:22,2026-02-11 13:02:52,SENT_TO_LIGNE,1002,2005,2002,2004,2001,production-day-2026-02-11.xlsx
PRG-926,13,CB Double parage,233.35,H,14,2026-02-11 07:26:08,2026-02-11 10:32:48,SENT_TO_LIGNE,1001,2005,2001,2005,2003,production-day-2026-02-11.xlsx
PRG-754,14,CT simple parage,276.53,F,17,2026-02-11 06:31:59,2026-02-11 11:17:00,SENT_TO_LIGNE,1003,2002,2005,2001,2001,production-day-2026-02-11.xlsx
PRG-361,15,Miette,258.91,E,1,2026-02-11 06:19:02,2026-02-11 13:27:24,SENT_TO_LIGNE,1002,2001,2001,2005,2001,production-day-2026-02-11.xlsx
PRG-751,16,Longe précuit,445.75,E,36,2026-02-11 07:47:20,2026-02-11 12:30:11,SENT_TO_LIGNE,1001,2002,2004,2001,2005,production-day-2026-02-11.xlsx
PRG-882,17,CB Simple parage,199.59,I,23,2026-02-11 09:54:36,2026-02-11 18:18:05,SENT_TO_LIGNE,1003,2002,2003,2001,2005,production-day-2026-02-11.xlsx
PRG-118,18,CB Double parage,354.59,D,1,2026-02-11 07:46:31,2026-02-11 17:00:39,SENT_TO_LIGNE,1001,2003,2005,2004,2001,production-day-2026-02-11.xlsx
PRG-252,19,CB Simple parage,420.75,D,15,2026-02-11 07:08:35,2026-02-11 11:42:18,SENT_TO_LIGNE,1003,2002,2001,2003,2005,production-day-2026-02-11.xlsx
PRG-104,20,CT simple parage,408.58,F,13,2026-02-11 09:16:31,2026-02-11 16:08:12,SENT_TO_LIGNE,1002,2001,2001,2005,2003,production-day-2026-02-11.xlsx
PRG-486,21,Morcelé,198.34,A,11,2026-02-11 07:14:02,2026-02-11 12:32:14,SENT_TO_LIGNE,1001,2003,2005,2001,2003,production-day-2026-02-11.xlsx
PRG-472,22,CB Simple parage,186.03,D,21,2026-02-11 07:29:51,2026-02-11 10:40:33,SENT_TO_LIGNE,1002,2005,2002,2005,2001,production-day-2026-02-11.xlsx
PRG-518,23,CB Simple parage,196.38,F,33,2026-02-11 06:22:34,2026-02-11 15:14:31,SENT_TO_LIGNE,1001,2005,2002,2005,2002,production-day-2026-02-11.xlsx
