parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-568,1,Longe précuit,408.52,C,18,2026-01-12 08:26:29,2026-01-12 12:46:52,SENT_TO_LIGNE,1001,2002,2004,2002,2005,production-day-2026-01-12.xlsx
PRG-328,2,CB Simple parage,354.48,D,9,2026-01-12 08:46:57,2026-01-12 12:18:28,SENT_TO_LIGNE,1002,2004,2003,2004,2004,production-day-2026-01-12.xlsx
PRG-466,3,Miette,249.94,H,21,2026-01-12 06:50:04,2026-01-12 09:08:35,SENT_TO_LIGNE,1002,2002,2003,2005,2002,production-day-2026-01-12.xlsx
PRG-346,4,Miette,323.28,C,27,2026-01-12 09:35:59,2026-01-12 15:44:33,SENT_TO_LIGNE,1002,2001,2005,2001,2003,production-day-2026-01-12.xlsx
PRG-808,5,CT simple parage,306.81,E,10,2026-01-12 06:05:43,2026-01-12 11:19:01,SENT_TO_LIGNE,1002,2004,2005,2001,2003,production-day-2026-01-12.xlsx
PRG-893,6,Longe précuit,202.46,C,35,2026-01-12 07:44:57,2026-01-12 13:29:42,SENT_TO_LIGNE,1003,2004,2001,2004,2002,production-day-2026-01-12.xlsx
PRG-399,7,Longe précuit,315.75,B,18,2026-01-12 06:40:02,2026-01-12 14:58:50,SENT_TO_LIGNE,1003,2002,2001,2001,2003,production-day-2026-01-12.xlsx
PRG-464,8,Longe précuit,379.95,D,4,2026-01-12 07:58:36,2026-01-12 15:45:26,SENT_TO_LIGNE,1002,2001,2003,2001,2004,production-day-2026-01-12.xlsx
PRG-661,9,Longe précuit,381.44,I,34,2026-01-12 06:02:16,2026-01-12 12:20:04,SENT_TO_LIGNE,1003,2002,2001,2002,2002,production-day-2026-01-12.xlsx
PRG-540,10,CB Double parage,230.19,F,2,2026-01-12 06:19:43,2026-01-12 14:31:22,SENT_TO_LIGNE,1001,2005,2005,2004,2005,production-day-2026-01-12.xlsx
PRG-513,11,CT simple parage,318.25,D,12,2026-01-12 06:12:33,2026-01-12 12:54:24,SENT_TO_LIGNE,1003,2004,2005,2002,2005,production-day-2026-01-12.xlsx
PRG-419,12,CB Simple parage,414.65,F,4,2026-01-12 07:50:11,2026-01-12 14:07:53,SENT_TO_LIGNE,1001,2003,2002,2005,2003,production-day-2026-01-12.xlsx
PRG-701,13,CT simple parage,208.27,C,15,2026-01-12 09:13:25,2026-01-12 13:09:21,SENT_TO_LIGNE,1003,2005,2001,2005,2004,production-day-2026-01-12.xlsx
PRG-682,14,CB Simple parage,182.4,E,22,2026-01-12 09:49:16,2026-01-12 14:40:28,SENT_TO_LIGNE,1002,2003,2001,2002,2005,production-day-2026-01-12.xlsx
PRG-458,15,Longe précuit,224.87,B,1,2026-01-12 08:34:49,2026-01-12 11:30:30,SENT_TO_LIGNE,1003,2004,2001,2001,2005,production-day-2026-01-12.xlsx
PRG-267,16,CB Simple parage,299.98,D,11,2026-01-12 09:38:32,2026-01-12 15:30:00,SENT_TO_LIGNE,1003,2005,2003,2002,2005,production-day-2026-01-12.xlsx
PRG-344,17,Morcelé,426.72,I,28,2026-01-12 06:37:07,2026-01-12 16:33:24,SENT_TO_LIGNE,1003,2001,2001,2003,2001,production-day-2026-01-12.xlsx
PRG-792,18,CB Double parage,306.88,B,5,2026-01-12 06:34:35,2026-01-12 13:03:20,SENT_TO_LIGNE,1003,2003,2002,2003,2005,production-day-2026-01-12.xlsx
PRG-883,19,CB Simple parage,327.34,F,36,2026-01-12 06:38:55,2026-01-12 13:09:16,SENT_TO_LIGNE,1002,2004,2004,2002,2001,production-day-2026-01-12.xlsx
PRG-833,20,Miette,262.16,I,33,2026-01-12 09:58:15,2026-01-12 13:06:09,SENT_TO_LIGNE,1001,2005,2001,2002,2004,production-day-2026-01-12.xlsx
PRG-747,21,CT simple parage,399.58,A,28,2026-01-12 09:21:59,2026-01-12 12:32:41,SENT_TO_LIGNE,1003,2002,2003,2005,2005,production-day-2026-01-12.xlsx
PRG-199,22,CT simple parage,239.22,C,35,2026-01-12 07:11:01,2026-01-12 09:38:46,SENT_TO_LIGNE,1001,2002,2004,2005,2004,production-day-2026-01-12.xlsx
PRG-414,23,CT simple parage,423.87,I,15,2026-01-12 09:33:51,2026-01-12 12:00:39,SENT_TO_LIGNE,1003,2002,2003,2002,2001,production-day-2026-01-12.xlsx
