palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-COO37SLG,5/2 [2],Thon Emietté à la Tomate,3001,2025-12-26 18:41:49,production-day-2025-12-26.xlsx
PAL-D2WMC0PW,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-26 12:46:24,production-day-2025-12-26.xlsx
PAL-G79I1YNF,5/2 [2],Thon en Morceaux à l'Huile,3001,2025-12-26 16:55:59,production-day-2025-12-26.xlsx
PAL-MJ47AO0X,5/2 [2],Thon en Morceaux à l'Huile,3002,2025-12-26 11:10:37,production-day-2025-12-26.xlsx
PAL-K2JZY5GW,5/2 [1],Thon Emietté à la Tomate,3003,2025-12-26 16:45:13,production-day-2025-12-26.xlsx
PAL-5GB5P1G8,5/2 [1],Thon en Morceaux au Naturel,3001,2025-12-26 15:13:25,production-day-2025-12-26.xlsx
PAL-AQCPANOQ,400,Thon Emietté à la Tomate,3001,2025-12-26 14:52:47,production-day-2025-12-26.xlsx
PAL-BDP0D4X3,5/2 [1],Thon Emietté à la Tomate,3002,2025-12-26 11:47:04,production-day-2025-12-26.xlsx
PAL-6GHKPJSV,400,Thon Entier au Naturel,3002,2025-12-26 18:17:35,production-day-2025-12-26.xlsx
PAL-675RYCXV,5/2 [2],Thon Entier à l'Huile,3003,2025-12-26 10:46:12,production-day-2025-12-26.xlsx
PAL-BQJT5BWD,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-26 17:11:00,production-day-2025-12-26.xlsx
PAL-OYOF949P,5/2 [2],Thon Entier à l'Huile,3001,2025-12-26 14:55:09,production-day-2025-12-26.xlsx
PAL-YTEXTE9G,1/5,Thon Emietté à la Tomate,3003,2025-12-26 11:22:55,production-day-2025-12-26.xlsx
PAL-1YUTEVAO,5/2 [2],Thon Emietté à l'Huile,3003,2025-12-26 12:15:38,production-day-2025-12-26.xlsx
PAL-EKX8XEGL,5/2 [1],Thon en Morceaux au Naturel,3003,2025-12-26 14:18:24,production-day-2025-12-26.xlsx
PAL-563ADTV2,1/5,Thon en Morceaux à l'Huile,3003,2025-12-26 15:00:18,production-day-2025-12-26.xlsx
PAL-2E658CN1,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-26 16:57:15,production-day-2025-12-26.xlsx
PAL-ZWX8O1O7,400,Thon Emietté à l'Huile,3002,2025-12-26 12:25:36,production-day-2025-12-26.xlsx
PAL-QV43HXNT,1/5,Thon Emietté à la Tomate,3003,2025-12-26 12:56:14,production-day-2025-12-26.xlsx
PAL-ITY96K3R,1/5,Thon en Morceaux à l'Huile,3003,2025-12-26 13:25:06,production-day-2025-12-26.xlsx
PAL-Z54ONCCK,5/2 [1],Thon en Morceaux au Naturel,3002,2025-12-26 18:29:26,production-day-2025-12-26.xlsx
PAL-8VSMK7C1,1/5,Thon Entier à l'Huile,3003,2025-12-26 17:10:19,production-day-2025-12-26.xlsx
PAL-VZHSZYDB,Manuel,Thon en Morceaux au Naturel,3001,2025-12-26 13:39:34,production-day-2025-12-26.xlsx
PAL-1QC5OHB6,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-26 15:57:21,production-day-2025-12-26.xlsx
PAL-XLQYGIFO,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-26 13:25:26,production-day-2025-12-26.xlsx
PAL-X5L18FDU,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-26 10:22:19,production-day-2025-12-26.xlsx
PAL-RQ6K0YOE,400,Thon Emietté à la Tomate,3003,2025-12-26 14:00:39,production-day-2025-12-26.xlsx
PAL-11PZI9U4,1/5,Thon en Morceaux à l'Huile,3003,2025-12-26 11:28:39,production-day-2025-12-26.xlsx
PAL-HFUXZBD1,5/2 [1],Thon Entier à l'Huile,3002,2025-12-26 09:14:43,production-day-2025-12-26.xlsx
