palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-EUGPE4XZ,5/2 [1],Thon Entier à l'Huile,3001,2025-12-24 12:48:48,production-day-2025-12-24.xlsx
PAL-P9NMMGRL,Manuel,Thon en Morceaux à l'Huile,3001,2025-12-24 09:59:59,production-day-2025-12-24.xlsx
PAL-ZG7LY4ZN,5/2 [2],Thon en Morceaux à l'Huile,3002,2025-12-24 10:30:17,production-day-2025-12-24.xlsx
PAL-K4OBUENC,400,Thon Emietté à l'Huile,3003,2025-12-24 13:11:43,production-day-2025-12-24.xlsx
PAL-38FJ3244,1/5,Thon Emietté à l'Huile,3003,2025-12-24 12:46:39,production-day-2025-12-24.xlsx
PAL-TUDHFH5S,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-24 14:48:00,production-day-2025-12-24.xlsx
PAL-MQ3TIX8O,400,Thon Entier à l'Huile,3003,2025-12-24 14:28:21,production-day-2025-12-24.xlsx
PAL-6FB6R38O,5/2 [2],Thon Entier à l'Huile,3003,2025-12-24 11:49:45,production-day-2025-12-24.xlsx
PAL-3BBW3K4L,400,Thon Entier au Naturel,3002,2025-12-24 14:49:42,production-day-2025-12-24.xlsx
PAL-3TI4DVP4,Manuel,Thon en Morceaux à l'Huile,3003,2025-12-24 11:34:35,production-day-2025-12-24.xlsx
PAL-F7TQY1VH,5/2 [2],Thon Emietté à l'Huile,3003,2025-12-24 18:19:37,production-day-2025-12-24.xlsx
PAL-XNZMAE38,1/5,Thon Entier à l'Huile,3002,2025-12-24 16:11:54,production-day-2025-12-24.xlsx
PAL-H2HHGGNA,Manuel,Thon en Morceaux à l'Huile,3001,2025-12-24 15:07:09,production-day-2025-12-24.xlsx
PAL-2T1CDMW5,5/2 [1],Thon Emietté à la Tomate,3001,2025-12-24 14:00:51,production-day-2025-12-24.xlsx
PAL-L75ZV6N7,5/2 [1],Thon Emietté à l'Huile,3002,2025-12-24 18:41:28,production-day-2025-12-24.xlsx
