parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-482,1,Longe précuit,241.0,A,25,2026-01-15 07:43:40,2026-01-15 12:38:14,SENT_TO_LIGNE,1003,2003,2001,2003,2005,production-day-2026-01-15.xlsx
PRG-330,2,CT simple parage,242.56,E,4,2026-01-15 09:34:23,2026-01-15 16:51:19,SENT_TO_LIGNE,1003,2001,2003,2002,2003,production-day-2026-01-15.xlsx
PRG-680,3,Morcelé,204.78,F,35,2026-01-15 06:22:05,2026-01-15 13:50:40,SENT_TO_LIGNE,1002,2003,2002,2004,2003,production-day-2026-01-15.xlsx
PRG-304,4,Longe précuit,358.76,A,7,2026-01-15 08:32:54,2026-01-15 10:57:38,SENT_TO_LIGNE,1002,2005,2002,2001,2001,production-day-2026-01-15.xlsx
PRG-446,5,Miette,360.77,C,20,2026-01-15 08:30:31,2026-01-15 12:29:46,SENT_TO_LIGNE,1003,2002,2004,2001,2004,production-day-2026-01-15.xlsx
PRG-278,6,CT simple parage,434.0,B,4,2026-01-15 06:41:12,2026-01-15 14:28:48,SENT_TO_LIGNE,1001,2001,2002,2004,2002,production-day-2026-01-15.xlsx
PRG-183,7,CB Simple parage,399.97,H,21,2026-01-15 08:59:22,2026-01-15 17:58:54,SENT_TO_LIGNE,1001,2001,2004,2004,2001,production-day-2026-01-15.xlsx
PRG-200,8,CT simple parage,339.42,E,9,2026-01-15 07:21:02,2026-01-15 11:38:38,SENT_TO_LIGNE,1001,2002,2003,2005,2003,production-day-2026-01-15.xlsx
PRG-905,9,CB Simple parage,369.69,I,14,2026-01-15 08:04:07,2026-01-15 12:37:13,SENT_TO_LIGNE,1002,2001,2002,2001,2004,production-day-2026-01-15.xlsx
PRG-392,10,CT simple parage,396.21,G,18,2026-01-15 07:33:27,2026-01-15 14:33:38,SENT_TO_LIGNE,1003,2005,2004,2005,2005,production-day-2026-01-15.xlsx
PRG-682,11,CT simple parage,286.44,H,8,2026-01-15 09:35:50,2026-01-15 12:24:52,SENT_TO_LIGNE,1001,2005,2001,2003,2005,production-day-2026-01-15.xlsx
PRG-140,12,Morcelé,411.24,H,25,2026-01-15 06:01:05,2026-01-15 09:56:11,SENT_TO_LIGNE,1002,2001,2003,2005,2004,production-day-2026-01-15.xlsx
PRG-129,13,CT simple parage,418.82,A,20,2026-01-15 07:43:03,2026-01-15 11:19:18,SENT_TO_LIGNE,1001,2001,2005,2001,2002,production-day-2026-01-15.xlsx
PRG-841,14,CB Double parage,355.2,B,24,2026-01-15 07:30:36,2026-01-15 16:43:33,SENT_TO_LIGNE,1001,2004,2002,2004,2002,production-day-2026-01-15.xlsx
PRG-898,15,CT simple parage,200.59,B,35,2026-01-15 08:11:30,2026-01-15 15:55:49,SENT_TO_LIGNE,1002,2005,2005,2003,2004,production-day-2026-01-15.xlsx
PRG-702,16,Morcelé,232.79,B,15,2026-01-15 08:31:02,2026-01-15 15:13:09,SENT_TO_LIGNE,1003,2001,2002,2002,2001,production-day-2026-01-15.xlsx
PRG-784,17,Morcelé,403.22,C,9,2026-01-15 06:22:35,2026-01-15 10:02:48,SENT_TO_LIGNE,1002,2002,2003,2001,2002,production-day-2026-01-15.xlsx
PRG-337,18,Morcelé,348.35,B,9,2026-01-15 08:19:48,2026-01-15 13:20:16,SENT_TO_LIGNE,1001,2005,2001,2004,2002,production-day-2026-01-15.xlsx
PRG-549,19,Miette,321.78,E,5,2026-01-15 09:11:19,2026-01-15 14:50:03,SENT_TO_LIGNE,1002,2004,2001,2003,2001,production-day-2026-01-15.xlsx
PRG-352,20,CB Simple parage,427.07,C,7,2026-01-15 08:15:20,2026-01-15 14:56:45,SENT_TO_LIGNE,1001,2005,2003,2005,2002,production-day-2026-01-15.xlsx
PRG-132,21,CB Simple parage,239.77,F,23,2026-01-15 06:17:22,2026-01-15 12:58:11,SENT_TO_LIGNE,1003,2004,2004,2001,2001,production-day-2026-01-15.xlsx
PRG-456,22,CB Simple parage,247.66,C,13,2026-01-15 09:17:23,2026-01-15 16:05:04,SENT_TO_LIGNE,1003,2001,2002,2002,2003,production-day-2026-01-15.xlsx
