palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-IC0NRE6N,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-02-20 14:14:26,production-day-2026-02-20.xlsx
PAL-B8UHCWXI,5/2 [2],Thon Emietté à la Tomate,3001,2026-02-20 17:12:43,production-day-2026-02-20.xlsx
PAL-LZUZODEO,400,Thon en Morceaux au Naturel,3002,2026-02-20 11:55:42,production-day-2026-02-20.xlsx
PAL-XLV7PBJ6,5/2 [2],Thon en Morceaux à l'Huile,3003,2026-02-20 17:17:13,production-day-2026-02-20.xlsx
PAL-CJXHDCL8,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-02-20 09:40:41,production-day-2026-02-20.xlsx
PAL-GUIPV159,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-20 13:46:33,production-day-2026-02-20.xlsx
PAL-EEA1LN1H,Manuel,Thon Entier au Naturel,3003,2026-02-20 10:51:52,production-day-2026-02-20.xlsx
PAL-CLOWBP66,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-20 11:12:20,production-day-2026-02-20.xlsx
PAL-9S39LAXT,5/2 [2],Thon Emietté à l'Huile,3003,2026-02-20 14:06:12,production-day-2026-02-20.xlsx
PAL-RIEHSO4B,1/5,Thon Emietté à l'Huile,3001,2026-02-20 15:18:04,production-day-2026-02-20.xlsx
PAL-0677IMUR,5/2 [2],Thon en Morceaux au Naturel,3001,2026-02-20 09:57:32,production-day-2026-02-20.xlsx
PAL-NNUP77UA,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-20 11:20:33,production-day-2026-02-20.xlsx
PAL-MSXKH1WT,400,Thon Entier à l'Huile,3001,2026-02-20 13:46:04,production-day-2026-02-20.xlsx
PAL-7B0V517R,5/2 [2],Thon Emietté à l'Huile,3002,2026-02-20 11:13:32,production-day-2026-02-20.xlsx
PAL-741XH6FY,5/2 [2],Thon Emietté à la Tomate,3002,2026-02-20 16:54:26,production-day-2026-02-20.xlsx
PAL-OUDUKBVA,5/2 [2],Thon Entier à l'Huile,3003,2026-02-20 16:48:45,production-day-2026-02-20.xlsx
PAL-8YX5T2LP,5/2 [1],Thon Emietté à l'Huile,3003,2026-02-20 16:56:28,production-day-2026-02-20.xlsx
PAL-QBMFLO0R,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-02-20 15:47:00,production-day-2026-02-20.xlsx
PAL-W9SKETJS,Manuel,Thon Emietté à l'Huile,3002,2026-02-20 16:37:44,production-day-2026-02-20.xlsx
PAL-M4XH3CF6,5/2 [2],Thon en Morceaux à l'Huile,3003,2026-02-20 15:46:12,production-day-2026-02-20.xlsx
PAL-RMF58ZJ1,5/2 [1],Thon Emietté à la Tomate,3002,2026-02-20 17:28:49,production-day-2026-02-20.xlsx
PAL-69L1CX18,1/5,Thon Emietté à la Tomate,3002,2026-02-20 15:14:10,production-day-2026-02-20.xlsx
PAL-KN9DBP9J,5/2 [1],Thon Emietté à l'Huile,3003,2026-02-20 17:13:03,production-day-2026-02-20.xlsx
PAL-4NN87HKL,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-02-20 13:35:11,production-day-2026-02-20.xlsx
PAL-XWIRQYZR,Manuel,Thon en Morceaux au Naturel,3002,2026-02-20 16:05:28,production-day-2026-02-20.xlsx
PAL-7GQNX6CX,5/2 [1],Thon en Morceaux au Naturel,3001,2026-02-20 08:28:34,production-day-2026-02-20.xlsx
PAL-Q9MXH4RJ,1/5,Thon Emietté à la Tomate,3001,2026-02-20 12:01:33,production-day-2026-02-20.xlsx
PAL-ZYICJ65N,5/2 [2],Thon Entier à l'Huile,3003,2026-02-20 18:38:47,production-day-2026-02-20.xlsx
PAL-ZO3OOEV7,5/2 [2],Thon en Morceaux au Naturel,3003,2026-02-20 12:41:53,production-day-2026-02-20.xlsx
PAL-TA5S1805,Manuel,Thon en Morceaux à l'Huile,3001,2026-02-20 16:32:26,production-day-2026-02-20.xlsx
PAL-HYT4T74M,Manuel,Thon Emietté à l'Huile,3003,2026-02-20 13:40:04,production-day-2026-02-20.xlsx
PAL-XN182MBC,Manuel,Thon Entier au Naturel,3001,2026-02-20 18:51:03,production-day-2026-02-20.xlsx
PAL-J36HHJVD,5/2 [2],Thon Entier à l'Huile,3001,2026-02-20 13:11:42,production-day-2026-02-20.xlsx
PAL-K13YUU2B,400,Thon en Morceaux à l'Huile,3001,2026-02-20 15:50:19,production-day-2026-02-20.xlsx
PAL-D9WHT4II,Manuel,Thon Emietté à l'Huile,3003,2026-02-20 18:24:55,production-day-2026-02-20.xlsx
PAL-QK18EQK0,5/2 [1],Thon Entier à l'Huile,3001,2026-02-20 11:19:14,production-day-2026-02-20.xlsx
PAL-FXSDF933,1/5,Thon Entier à l'Huile,3001,2026-02-20 17:42:56,production-day-2026-02-20.xlsx
