parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-980,1,Morcelé,446.85,A,23,2026-02-20 09:56:46,2026-02-20 14:02:26,SENT_TO_LIGNE,1001,2005,2003,2001,2003,production-day-2026-02-20.xlsx
PRG-801,2,Longe précuit,279.73,G,4,2026-02-20 07:52:26,2026-02-20 16:38:43,SENT_TO_LIGNE,1001,2002,2002,2001,2004,production-day-2026-02-20.xlsx
PRG-306,3,CB Simple parage,291.37,E,12,2026-02-20 08:11:49,2026-02-20 11:15:42,SENT_TO_LIGNE,1002,2004,2001,2004,2002,production-day-2026-02-20.xlsx
PRG-828,4,Miette,295.86,C,12,2026-02-20 09:38:10,2026-02-20 16:46:13,SENT_TO_LIGNE,1001,2002,2003,2001,2005,production-day-2026-02-20.xlsx
PRG-985,5,Morcelé,290.26,I,29,2026-02-20 06:34:44,2026-02-20 09:19:41,SENT_TO_LIGNE,1002,2003,2004,2003,2004,production-day-2026-02-20.xlsx
PRG-497,6,Miette,393.25,B,25,2026-02-20 09:57:07,2026-02-20 13:13:33,SENT_TO_LIGNE,1003,2003,2005,2001,2001,production-day-2026-02-20.xlsx
PRG-919,7,CT simple parage,381.94,H,24,2026-02-20 07:26:03,2026-02-20 10:13:52,SENT_TO_LIGNE,1002,2005,2004,2001,2004,production-day-2026-02-20.xlsx
PRG-662,8,CB Simple parage,231.08,I,25,2026-02-20 08:05:18,2026-02-20 10:49:20,SENT_TO_LIGNE,1003,2001,2002,2001,2005,production-day-2026-02-20.xlsx
PRG-513,9,Miette,191.39,H,23,2026-02-20 06:51:21,2026-02-20 13:30:12,SENT_TO_LIGNE,1003,2002,2002,2002,2005,production-day-2026-02-20.xlsx
PRG-598,10,Miette,429.86,B,19,2026-02-20 09:29:38,2026-02-20 15:05:04,SENT_TO_LIGNE,1003,2002,2002,2004,2001,production-day-2026-02-20.xlsx
PRG-642,11,Longe précuit,363.03,A,14,2026-02-20 06:37:29,2026-02-20 09:33:32,SENT_TO_LIGNE,1003,2003,2002,2002,2005,production-day-2026-02-20.xlsx
PRG-918,12,CB Double parage,299.2,A,2,2026-02-20 07:01:44,2026-02-20 10:54:33,SENT_TO_LIGNE,1001,2003,2004,2002,2003,production-day-2026-02-20.xlsx
PRG-132,13,CB Simple parage,300.73,H,2,2026-02-20 07:24:18,2026-02-20 13:20:04,SENT_TO_LIGNE,1002,2004,2002,2005,2003,production-day-2026-02-20.xlsx
PRG-840,14,Miette,414.17,I,16,2026-02-20 06:20:07,2026-02-20 10:58:32,SENT_TO_LIGNE,1001,2001,2001,2004,2002,production-day-2026-02-20.xlsx
PRG-100,15,Miette,189.03,A,32,2026-02-20 07:43:51,2026-02-20 16:22:26,SENT_TO_LIGNE,1002,2005,2003,2004,2003,production-day-2026-02-20.xlsx
PRG-204,16,Morcelé,243.83,A,2,2026-02-20 09:17:32,2026-02-20 16:22:45,SENT_TO_LIGNE,1001,2005,2005,2001,2002,production-day-2026-02-20.xlsx
PRG-134,17,Morcelé,192.17,F,2,2026-02-20 09:47:04,2026-02-20 16:45:28,SENT_TO_LIGNE,1001,2005,2001,2005,2002,production-day-2026-02-20.xlsx
PRG-780,18,Miette,304.47,D,26,2026-02-20 08:08:42,2026-02-20 15:14:00,SENT_TO_LIGNE,1002,2001,2002,2001,2002,production-day-2026-02-20.xlsx
