palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-S3Q38QMR,1/5,Thon Emietté à l'Huile,3003,2026-01-29 10:18:10,production-day-2026-01-29.xlsx
PAL-ELZJ8X43,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-01-29 16:30:04,production-day-2026-01-29.xlsx
PAL-V8V3QN8M,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-01-29 16:13:11,production-day-2026-01-29.xlsx
PAL-FKN1IARV,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-01-29 12:49:33,production-day-2026-01-29.xlsx
PAL-1C3NJ9NZ,5/2 [1],Thon Emietté à la Tomate,3003,2026-01-29 17:28:47,production-day-2026-01-29.xlsx
PAL-6U549QDL,5/2 [2],Thon Emietté à l'Huile,3003,2026-01-29 14:07:50,production-day-2026-01-29.xlsx
PAL-AFPBM0IG,5/2 [2],Thon Emietté à l'Huile,3002,2026-01-29 16:05:21,production-day-2026-01-29.xlsx
PAL-JK037BUT,Manuel,Thon Entier à l'Huile,3001,2026-01-29 17:55:44,production-day-2026-01-29.xlsx
PAL-WOTRK66V,400,Thon Emietté à la Tomate,3001,2026-01-29 08:53:01,production-day-2026-01-29.xlsx
PAL-R7EV5604,5/2 [2],Thon Entier au Naturel,3002,2026-01-29 15:21:28,production-day-2026-01-29.xlsx
PAL-HVU3C0FC,400,Thon Entier au Naturel,3003,2026-01-29 18:23:50,production-day-2026-01-29.xlsx
PAL-4875E2DR,5/2 [1],Thon Emietté à la Tomate,3002,2026-01-29 12:24:10,production-day-2026-01-29.xlsx
PAL-G2UHHW7M,400,Thon en Morceaux au Naturel,3001,2026-01-29 13:01:09,production-day-2026-01-29.xlsx
PAL-15RU2FEH,Manuel,Thon Emietté à l'Huile,3003,2026-01-29 14:20:31,production-day-2026-01-29.xlsx
PAL-PTPIJYOV,400,Thon Emietté à l'Huile,3003,2026-01-29 10:06:09,production-day-2026-01-29.xlsx
PAL-B8IUDJ4R,5/2 [1],Thon Entier au Naturel,3001,2026-01-29 15:29:08,production-day-2026-01-29.xlsx
PAL-L0IR9SWY,Manuel,Thon en Morceaux au Naturel,3002,2026-01-29 17:52:32,production-day-2026-01-29.xlsx
PAL-TQVVPFQU,5/2 [2],Thon Emietté à la Tomate,3003,2026-01-29 17:26:50,production-day-2026-01-29.xlsx
PAL-B9Q7YQ0Z,Manuel,Thon Entier au Naturel,3001,2026-01-29 10:15:59,production-day-2026-01-29.xlsx
PAL-SPWBUC5A,5/2 [1],Thon Emietté à l'Huile,3003,2026-01-29 16:13:55,production-day-2026-01-29.xlsx
PAL-I6JEDDIY,1/5,Thon en Morceaux au Naturel,3003,2026-01-29 12:51:29,production-day-2026-01-29.xlsx
PAL-VN7BJH1Y,5/2 [2],Thon Entier à l'Huile,3002,2026-01-29 10:29:28,production-day-2026-01-29.xlsx
PAL-RO1V3K1X,5/2 [2],Thon Emietté à l'Huile,3001,2026-01-29 16:48:53,production-day-2026-01-29.xlsx
PAL-7KMME9EG,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-29 16:40:57,production-day-2026-01-29.xlsx
PAL-GEYR2WK5,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-01-29 14:48:12,production-day-2026-01-29.xlsx
PAL-Z1J36WPR,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-01-29 15:09:37,production-day-2026-01-29.xlsx
PAL-HGME4TDS,5/2 [1],Thon Entier au Naturel,3003,2026-01-29 11:44:41,production-day-2026-01-29.xlsx
PAL-FMKN4WE0,5/2 [1],Thon en Morceaux au Naturel,3001,2026-01-29 15:33:12,production-day-2026-01-29.xlsx
PAL-MVM61P4F,Manuel,Thon Entier au Naturel,3003,2026-01-29 12:30:28,production-day-2026-01-29.xlsx
PAL-HLRI3J9A,5/2 [2],Thon Entier au Naturel,3003,2026-01-29 13:05:07,production-day-2026-01-29.xlsx
PAL-P9D2UE2A,400,Thon Entier à l'Huile,3001,2026-01-29 13:44:10,production-day-2026-01-29.xlsx
PAL-ME3EOMG4,5/2 [2],Thon Entier à l'Huile,3003,2026-01-29 12:40:37,production-day-2026-01-29.xlsx
PAL-PKBTA4OE,Manuel,Thon en Morceaux au Naturel,3001,2026-01-29 16:03:55,production-day-2026-01-29.xlsx
PAL-IOMS056R,5/2 [2],Thon en Morceaux au Naturel,3002,2026-01-29 10:27:31,production-day-2026-01-29.xlsx
