palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-MN87YSMY,5/2 [1],Thon Emietté à la Tomate,3001,2026-01-06 12:14:07,production-day-2026-01-06.xlsx
PAL-QXC2XXEC,5/2 [1],Thon Entier à l'Huile,3003,2026-01-06 16:53:04,production-day-2026-01-06.xlsx
PAL-SU697QWN,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-06 09:05:32,production-day-2026-01-06.xlsx
PAL-C92FVW2G,5/2 [1],Thon Emietté à l'Huile,3001,2026-01-06 09:02:34,production-day-2026-01-06.xlsx
PAL-O5KXAA4Y,5/2 [2],Thon Emietté à la Tomate,3003,2026-01-06 10:55:14,production-day-2026-01-06.xlsx
PAL-N29P5J5S,5/2 [1],Thon Entier au Naturel,3001,2026-01-06 10:37:25,production-day-2026-01-06.xlsx
PAL-L4TPBS3V,400,Thon Entier à l'Huile,3001,2026-01-06 17:30:29,production-day-2026-01-06.xlsx
PAL-YGVQDJG1,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-01-06 11:33:30,production-day-2026-01-06.xlsx
PAL-M4ISEL2K,5/2 [2],Thon en Morceaux à l'Huile,3001,2026-01-06 11:44:16,production-day-2026-01-06.xlsx
PAL-2AVOUAFR,5/2 [1],Thon Entier à l'Huile,3001,2026-01-06 15:04:16,production-day-2026-01-06.xlsx
PAL-Y108QBPP,Manuel,Thon Emietté à l'Huile,3002,2026-01-06 17:38:47,production-day-2026-01-06.xlsx
PAL-5LUBE686,400,Thon Emietté à la Tomate,3002,2026-01-06 11:14:27,production-day-2026-01-06.xlsx
PAL-HFEUGLRU,5/2 [2],Thon Emietté à la Tomate,3003,2026-01-06 12:48:47,production-day-2026-01-06.xlsx
PAL-68J0IZQB,5/2 [1],Thon en Morceaux à l'Huile,3002,2026-01-06 16:36:07,production-day-2026-01-06.xlsx
PAL-L5ZWY5L4,1/5,Thon Emietté à la Tomate,3003,2026-01-06 16:36:19,production-day-2026-01-06.xlsx
PAL-P4Y7GIPM,5/2 [1],Thon en Morceaux au Naturel,3001,2026-01-06 10:36:45,production-day-2026-01-06.xlsx
PAL-70PSSZ7V,1/5,Thon Entier à l'Huile,3001,2026-01-06 15:52:47,production-day-2026-01-06.xlsx
PAL-SW47KK9C,Manuel,Thon en Morceaux à l'Huile,3001,2026-01-06 16:26:13,production-day-2026-01-06.xlsx
PAL-GBAVIXK0,400,Thon Entier à l'Huile,3001,2026-01-06 14:44:41,production-day-2026-01-06.xlsx
PAL-TC6HZOTZ,5/2 [2],Thon Emietté à l'Huile,3003,2026-01-06 16:53:57,production-day-2026-01-06.xlsx
PAL-7GUDYKDW,Manuel,Thon Entier au Naturel,3002,2026-01-06 12:01:03,production-day-2026-01-06.xlsx
PAL-7WCER1TD,5/2 [1],Thon Emietté à l'Huile,3002,2026-01-06 18:15:14,production-day-2026-01-06.xlsx
PAL-80I0QYKC,5/2 [1],Thon en Morceaux au Naturel,3003,2026-01-06 13:16:35,production-day-2026-01-06.xlsx
PAL-ZUV0HVWO,5/2 [1],Thon Entier à l'Huile,3001,2026-01-06 11:59:15,production-day-2026-01-06.xlsx
PAL-3BBG571W,5/2 [1],Thon en Morceaux au Naturel,3002,2026-01-06 15:57:53,production-day-2026-01-06.xlsx
PAL-B8ZI3AW6,5/2 [2],Thon Emietté à la Tomate,3003,2026-01-06 14:50:43,production-day-2026-01-06.xlsx
PAL-5W2S9WEL,5/2 [1],Thon Entier au Naturel,3001,2026-01-06 15:58:38,production-day-2026-01-06.xlsx
PAL-R0X1BGP8,400,Thon Entier au Naturel,3003,2026-01-06 17:25:58,production-day-2026-01-06.xlsx
PAL-LOC4XH14,5/2 [1],Thon Entier au Naturel,3003,2026-01-06 19:14:46,production-day-2026-01-06.xlsx
PAL-JZVFUE2T,1/5,Thon Entier au Naturel,3003,2026-01-06 14:03:58,production-day-2026-01-06.xlsx
