parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-646,1,CT simple parage,329.67,G,24,2026-02-27 09:35:40,2026-02-27 17:26:49,SENT_TO_LIGNE,1001,2002,2002,2003,2005,production-day-2026-02-27.xlsx
PRG-616,2,CT simple parage,440.62,B,24,2026-02-27 08:00:48,2026-02-27 11:20:38,SENT_TO_LIGNE,1002,2002,2003,2001,2001,production-day-2026-02-27.xlsx
PRG-114,3,CB Double parage,243.23,F,17,2026-02-27 09:10:32,2026-02-27 13:50:11,SENT_TO_LIGNE,1002,2004,2004,2002,2003,production-day-2026-02-27.xlsx
PRG-404,4,Miette,390.71,B,22,2026-02-27 06:30:12,2026-02-27 13:40:23,SENT_TO_LIGNE,1001,2001,2003,2005,2001,production-day-2026-02-27.xlsx
PRG-156,5,CB Simple parage,304.94,I,29,2026-02-27 08:53:31,2026-02-27 16:08:25,SENT_TO_LIGNE,1003,2005,2001,2002,2002,production-day-2026-02-27.xlsx
PRG-388,6,CT simple parage,363.28,C,31,2026-02-27 09:49:26,2026-02-27 13:44:39,SENT_TO_LIGNE,1002,2001,2005,2002,2003,production-day-2026-02-27.xlsx
PRG-844,7,CB Simple parage,372.51,G,2,2026-02-27 09:24:24,2026-02-27 16:50:20,SENT_TO_LIGNE,1003,2003,2003,2005,2005,production-day-2026-02-27.xlsx
PRG-828,8,CB Double parage,326.85,B,26,2026-02-27 06:32:37,2026-02-27 15:49:50,SENT_TO_LIGNE,1001,2003,2003,2002,2004,production-day-2026-02-27.xlsx
PRG-718,9,Morcelé,251.7,C,18,2026-02-27 09:27:14,2026-02-27 12:06:39,SENT_TO_LIGNE,1001,2001,2003,2001,2003,production-day-2026-02-27.xlsx
PRG-573,10,Miette,180.52,A,11,2026-02-27 09:49:47,2026-02-27 14:47:32,SENT_TO_LIGNE,1001,2003,2003,2002,2005,production-day-2026-02-27.xlsx
PRG-968,11,Miette,231.46,D,16,2026-02-27 06:35:40,2026-02-27 12:34:07,SENT_TO_LIGNE,1003,2005,2003,2004,2005,production-day-2026-02-27.xlsx
PRG-409,12,CB Simple parage,412.97,D,14,2026-02-27 07:46:22,2026-02-27 17:35:31,SENT_TO_LIGNE,1001,2003,2004,2001,2002,production-day-2026-02-27.xlsx
PRG-315,13,Morcelé,431.14,E,2,2026-02-27 08:23:46,2026-02-27 10:57:07,SENT_TO_LIGNE,1002,2004,2004,2002,2002,production-day-2026-02-27.xlsx
PRG-683,14,CB Double parage,324.05,A,26,2026-02-27 09:13:29,2026-02-27 16:50:17,SENT_TO_LIGNE,1002,2002,2003,2002,2004,production-day-2026-02-27.xlsx
PRG-454,15,CB Simple parage,294.11,D,34,2026-02-27 07:26:02,2026-02-27 09:37:19,SENT_TO_LIGNE,1002,2005,2003,2003,2002,production-day-2026-02-27.xlsx
PRG-570,16,Longe précuit,188.62,H,6,2026-02-27 06:28:26,2026-02-27 10:26:58,SENT_TO_LIGNE,1002,2004,2005,2002,2001,production-day-2026-02-27.xlsx
PRG-630,17,Morcelé,236.71,A,30,2026-02-27 06:09:06,2026-02-27 12:27:45,SENT_TO_LIGNE,1003,2005,2003,2002,2003,production-day-2026-02-27.xlsx
PRG-730,18,CB Simple parage,216.93,A,36,2026-02-27 07:21:13,2026-02-27 09:31:54,SENT_TO_LIGNE,1002,2002,2003,2003,2001,production-day-2026-02-27.xlsx
PRG-312,19,CB Simple parage,184.33,E,35,2026-02-27 08:23:56,2026-02-27 17:33:36,SENT_TO_LIGNE,1001,2002,2003,2003,2003,production-day-2026-02-27.xlsx
PRG-292,20,CB Simple parage,437.98,I,16,2026-02-27 06:53:04,2026-02-27 12:32:53,SENT_TO_LIGNE,1002,2005,2003,2001,2003,production-day-2026-02-27.xlsx
PRG-949,21,CB Simple parage,195.99,A,31,2026-02-27 07:12:15,2026-02-27 16:25:16,SENT_TO_LIGNE,1001,2002,2001,2002,2004,production-day-2026-02-27.xlsx
PRG-116,22,CB Double parage,221.36,I,24,2026-02-27 07:13:57,2026-02-27 11:11:05,SENT_TO_LIGNE,1001,2005,2004,2005,2004,production-day-2026-02-27.xlsx
PRG-329,23,CB Simple parage,371.34,F,4,2026-02-27 07:55:30,2026-02-27 10:33:56,SENT_TO_LIGNE,1002,2001,2002,2004,2003,production-day-2026-02-27.xlsx
PRG-587,24,CB Simple parage,323.28,G,34,2026-02-27 09:05:44,2026-02-27 12:09:45,SENT_TO_LIGNE,1003,2001,2004,2001,2003,production-day-2026-02-27.xlsx
PRG-937,25,Longe précuit,205.6,F,12,2026-02-27 09:18:17,2026-02-27 16:20:54,SENT_TO_LIGNE,1003,2004,2002,2005,2004,production-day-2026-02-27.xlsx
PRG-273,26,CB Simple parage,359.44,C,28,2026-02-27 07:51:18,2026-02-27 16:06:00,SENT_TO_LIGNE,1001,2002,2003,2003,2004,production-day-2026-02-27.xlsx
PRG-210,27,Longe précuit,206.69,C,16,2026-02-27 06:02:00,2026-02-27 11:38:51,SENT_TO_LIGNE,1001,2005,2001,2004,2002,production-day-2026-02-27.xlsx
PRG-369,28,CT simple parage,271.4,D,17,2026-02-27 08:45:30,2026-02-27 15:09:38,SENT_TO_LIGNE,1003,2004,2002,2004,2005,production-day-2026-02-27.xlsx
PRG-638,29,CT simple parage,393.56,G,5,2026-02-27 06:53:53,2026-02-27 16:13:31,SENT_TO_LIGNE,1003,2002,2003,2001,2003,production-day-2026-02-27.xlsx
PRG-249,30,CB Double parage,298.81,F,32,2026-02-27 06:51:57,2026-02-27 12:11:02,SENT_TO_LIGNE,1003,2001,2004,2004,2005,production-day-2026-02-27.xlsx
PRG-694,31,Morcelé,425.63,H,11,2026-02-27 08:39:44,2026-02-27 13:09:16,SENT_TO_LIGNE,1002,2003,2002,2005,2003,production-day-2026-02-27.xlsx
