palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-I140DGN3,5/2 [1],Thon Entier au Naturel,3003,2025-12-16 10:40:13,production-day-2025-12-16.xlsx
PAL-2BWGDLYQ,5/2 [2],Thon Entier au Naturel,3002,2025-12-16 17:08:12,production-day-2025-12-16.xlsx
PAL-RM42KMO0,5/2 [2],Thon Entier à l'Huile,3001,2025-12-16 16:18:07,production-day-2025-12-16.xlsx
PAL-88XX1NL0,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-12-16 18:41:07,production-day-2025-12-16.xlsx
PAL-1RAT48Z9,Manuel,Thon Entier à l'Huile,3001,2025-12-16 16:15:05,production-day-2025-12-16.xlsx
PAL-O1IHX7RP,400,Thon Entier au Naturel,3003,2025-12-16 17:30:56,production-day-2025-12-16.xlsx
PAL-F1FDJ0SO,5/2 [2],Thon en Morceaux à l'Huile,3002,2025-12-16 12:09:51,production-day-2025-12-16.xlsx
PAL-T01759X1,5/2 [2],Thon Entier à l'Huile,3001,2025-12-16 11:44:59,production-day-2025-12-16.xlsx
PAL-6HO6N8VZ,5/2 [2],Thon Entier à l'Huile,3003,2025-12-16 16:13:27,production-day-2025-12-16.xlsx
PAL-AY3BUUJ7,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-16 12:33:22,production-day-2025-12-16.xlsx
PAL-9OBR66YU,5/2 [1],Thon Entier au Naturel,3001,2025-12-16 16:35:44,production-day-2025-12-16.xlsx
PAL-RM2BSIEW,5/2 [1],Thon en Morceaux à l'Huile,3003,2025-12-16 12:45:53,production-day-2025-12-16.xlsx
PAL-TO5BHHY1,Manuel,Thon en Morceaux au Naturel,3003,2025-12-16 16:23:00,production-day-2025-12-16.xlsx
PAL-YP1YZ0KQ,1/5,Thon en Morceaux au Naturel,3001,2025-12-16 10:37:15,production-day-2025-12-16.xlsx
PAL-4Y71SVBE,5/2 [1],Thon Entier au Naturel,3003,2025-12-16 17:41:13,production-day-2025-12-16.xlsx
PAL-1K4R80I1,5/2 [1],Thon Emietté à la Tomate,3001,2025-12-16 13:49:28,production-day-2025-12-16.xlsx
PAL-DXC3R4GH,5/2 [2],Thon Entier à l'Huile,3001,2025-12-16 16:23:31,production-day-2025-12-16.xlsx
PAL-SJGSZAGU,1/5,Thon Entier à l'Huile,3003,2025-12-16 19:18:50,production-day-2025-12-16.xlsx
PAL-MJWCV1VQ,400,Thon en Morceaux à l'Huile,3001,2025-12-16 14:03:47,production-day-2025-12-16.xlsx
PAL-1H061LSA,5/2 [2],Thon en Morceaux au Naturel,3001,2025-12-16 15:16:46,production-day-2025-12-16.xlsx
PAL-K9Q7ZL7D,5/2 [1],Thon en Morceaux à l'Huile,3002,2025-12-16 09:16:16,production-day-2025-12-16.xlsx
PAL-7MZB9P1J,Manuel,Thon Emietté à l'Huile,3002,2025-12-16 12:22:56,production-day-2025-12-16.xlsx
PAL-SOVQKVYN,5/2 [2],Thon Entier à l'Huile,3003,2025-12-16 15:21:23,production-day-2025-12-16.xlsx
PAL-WSN6R4MY,5/2 [2],Thon Emietté à la Tomate,3001,2025-12-16 13:54:26,production-day-2025-12-16.xlsx
PAL-Z61BKVSX,1/5,Thon Emietté à la Tomate,3001,2025-12-16 11:25:56,production-day-2025-12-16.xlsx
PAL-3HH1PNUU,5/2 [1],Thon Entier à l'Huile,3001,2025-12-16 12:05:45,production-day-2025-12-16.xlsx
PAL-B8QGS00O,5/2 [1],Thon Emietté à l'Huile,3001,2025-12-16 15:21:54,production-day-2025-12-16.xlsx
PAL-FKL6JUUN,400,Thon Emietté à l'Huile,3001,2025-12-16 17:34:47,production-day-2025-12-16.xlsx
PAL-DMM4B80S,5/2 [2],Thon Emietté à l'Huile,3003,2025-12-16 16:15:14,production-day-2025-12-16.xlsx
PAL-0I6KZEUM,Manuel,Thon Emietté à l'Huile,3001,2025-12-16 15:54:21,production-day-2025-12-16.xlsx
