parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-483,1,CT simple parage,442.99,D,15,2025-12-04 09:18:08,2025-12-04 13:36:41,SENT_TO_LIGNE,1003,2004,2001,2005,2005,production-day-2025-12-04.xlsx
PRG-504,2,CB Double parage,447.33,C,9,2025-12-04 07:52:27,2025-12-04 10:26:42,SENT_TO_LIGNE,1001,2004,2001,2001,2004,production-day-2025-12-04.xlsx
PRG-813,3,Morcelé,319.63,A,1,2025-12-04 07:51:44,2025-12-04 13:55:14,SENT_TO_LIGNE,1002,2003,2003,2002,2005,production-day-2025-12-04.xlsx
PRG-622,4,Morcelé,430.47,F,18,2025-12-04 06:50:24,2025-12-04 15:56:16,SENT_TO_LIGNE,1003,2005,2005,2001,2004,production-day-2025-12-04.xlsx
PRG-410,5,CB Simple parage,205.09,C,35,2025-12-04 09:00:01,2025-12-04 17:29:27,SENT_TO_LIGNE,1002,2005,2004,2001,2001,production-day-2025-12-04.xlsx
PRG-271,6,Longe précuit,428.41,I,30,2025-12-04 08:33:05,2025-12-04 14:41:28,SENT_TO_LIGNE,1001,2003,2001,2002,2004,production-day-2025-12-04.xlsx
PRG-519,7,Longe précuit,324.57,C,16,2025-12-04 06:50:43,2025-12-04 12:46:26,SENT_TO_LIGNE,1001,2001,2002,2005,2004,production-day-2025-12-04.xlsx
PRG-132,8,Morcelé,366.71,I,20,2025-12-04 08:10:20,2025-12-04 17:50:55,SENT_TO_LIGNE,1002,2002,2001,2001,2004,production-day-2025-12-04.xlsx
PRG-226,9,CB Simple parage,367.47,A,14,2025-12-04 07:22:38,2025-12-04 16:54:33,SENT_TO_LIGNE,1003,2004,2001,2001,2005,production-day-2025-12-04.xlsx
PRG-253,10,CT simple parage,364.57,F,19,2025-12-04 08:50:35,2025-12-04 11:10:16,SENT_TO_LIGNE,1002,2005,2005,2005,2003,production-day-2025-12-04.xlsx
PRG-268,11,CB Simple parage,195.63,D,2,2025-12-04 06:22:45,2025-12-04 09:18:09,SENT_TO_LIGNE,1002,2002,2005,2002,2004,production-day-2025-12-04.xlsx
PRG-286,12,CB Double parage,237.9,B,34,2025-12-04 09:12:06,2025-12-04 13:45:52,SENT_TO_LIGNE,1001,2002,2004,2002,2004,production-day-2025-12-04.xlsx
PRG-820,13,Morcelé,213.27,A,1,2025-12-04 09:11:30,2025-12-04 19:02:21,SENT_TO_LIGNE,1001,2005,2003,2003,2001,production-day-2025-12-04.xlsx
PRG-232,14,CB Simple parage,330.18,C,15,2025-12-04 09:41:34,2025-12-04 13:25:50,SENT_TO_LIGNE,1001,2001,2005,2004,2005,production-day-2025-12-04.xlsx
PRG-515,15,Miette,438.56,H,27,2025-12-04 07:56:41,2025-12-04 11:43:41,SENT_TO_LIGNE,1001,2005,2004,2002,2001,production-day-2025-12-04.xlsx
PRG-906,16,CB Simple parage,260.95,B,20,2025-12-04 08:12:21,2025-12-04 12:17:11,SENT_TO_LIGNE,1001,2001,2003,2004,2005,production-day-2025-12-04.xlsx
PRG-520,17,Morcelé,230.12,F,6,2025-12-04 06:28:58,2025-12-04 13:37:49,SENT_TO_LIGNE,1003,2002,2001,2003,2003,production-day-2025-12-04.xlsx
PRG-931,18,CT simple parage,221.81,I,12,2025-12-04 07:34:50,2025-12-04 14:30:03,SENT_TO_LIGNE,1001,2001,2001,2001,2003,production-day-2025-12-04.xlsx
PRG-435,19,Morcelé,383.05,I,23,2025-12-04 09:13:08,2025-12-04 12:08:14,SENT_TO_LIGNE,1003,2004,2005,2003,2002,production-day-2025-12-04.xlsx
PRG-955,20,Longe précuit,279.14,B,36,2025-12-04 07:18:14,2025-12-04 11:08:52,SENT_TO_LIGNE,1003,2004,2005,2005,2005,production-day-2025-12-04.xlsx
PRG-588,21,Miette,361.42,F,26,2025-12-04 06:58:17,2025-12-04 15:54:41,SENT_TO_LIGNE,1003,2001,2004,2005,2004,production-day-2025-12-04.xlsx
PRG-312,22,Morcelé,182.96,H,31,2025-12-04 06:27:35,2025-12-04 12:11:04,SENT_TO_LIGNE,1001,2003,2001,2004,2004,production-day-2025-12-04.xlsx
PRG-351,23,CB Simple parage,212.17,F,19,2025-12-04 09:43:27,2025-12-04 13:11:38,SENT_TO_LIGNE,1003,2005,2001,2003,2005,production-day-2025-12-04.xlsx
PRG-105,24,CB Double parage,304.07,H,2,2025-12-04 09:01:24,2025-12-04 12:08:27,SENT_TO_LIGNE,1001,2005,2003,2005,2001,production-day-2025-12-04.xlsx
