parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-932,1,CB Simple parage,339.72,H,30,2026-02-23 07:46:55,2026-02-23 09:59:16,SENT_TO_LIGNE,1001,2004,2003,2004,2003,production-day-2026-02-23.xlsx
PRG-609,2,Miette,443.96,G,6,2026-02-23 07:38:37,2026-02-23 17:33:31,SENT_TO_LIGNE,1001,2001,2002,2001,2004,production-day-2026-02-23.xlsx
PRG-649,3,CB Simple parage,288.11,C,3,2026-02-23 09:59:52,2026-02-23 14:10:31,SENT_TO_LIGNE,1003,2005,2002,2004,2002,production-day-2026-02-23.xlsx
PRG-998,4,Miette,206.37,G,12,2026-02-23 07:15:38,2026-02-23 11:42:41,SENT_TO_LIGNE,1003,2004,2004,2002,2003,production-day-2026-02-23.xlsx
PRG-975,5,CT simple parage,242.36,I,10,2026-02-23 07:27:19,2026-02-23 12:02:48,SENT_TO_LIGNE,1003,2004,2002,2005,2001,production-day-2026-02-23.xlsx
PRG-942,6,Miette,241.13,G,25,2026-02-23 07:15:01,2026-02-23 11:25:14,SENT_TO_LIGNE,1002,2003,2002,2005,2003,production-day-2026-02-23.xlsx
PRG-599,7,Miette,200.11,A,29,2026-02-23 06:13:04,2026-02-23 12:44:25,SENT_TO_LIGNE,1001,2003,2003,2004,2001,production-day-2026-02-23.xlsx
PRG-477,8,CB Simple parage,379.31,G,21,2026-02-23 09:24:10,2026-02-23 12:40:18,SENT_TO_LIGNE,1003,2004,2001,2003,2004,production-day-2026-02-23.xlsx
PRG-481,9,Longe précuit,225.38,D,28,2026-02-23 08:52:08,2026-02-23 16:48:46,SENT_TO_LIGNE,1003,2004,2003,2004,2002,production-day-2026-02-23.xlsx
PRG-604,10,CB Double parage,397.12,C,15,2026-02-23 07:47:54,2026-02-23 14:17:02,SENT_TO_LIGNE,1002,2003,2005,2001,2001,production-day-2026-02-23.xlsx
PRG-207,11,Miette,449.27,B,33,2026-02-23 08:37:08,2026-02-23 18:35:11,SENT_TO_LIGNE,1001,2004,2001,2003,2004,production-day-2026-02-23.xlsx
PRG-242,12,CT simple parage,308.34,F,10,2026-02-23 06:16:12,2026-02-23 13:36:36,SENT_TO_LIGNE,1002,2001,2001,2002,2001,production-day-2026-02-23.xlsx
PRG-198,13,Miette,247.32,E,22,2026-02-23 06:44:36,2026-02-23 16:17:02,SENT_TO_LIGNE,1003,2004,2005,2002,2002,production-day-2026-02-23.xlsx
PRG-631,14,CB Double parage,355.12,E,5,2026-02-23 07:58:30,2026-02-23 16:06:52,SENT_TO_LIGNE,1001,2005,2001,2005,2001,production-day-2026-02-23.xlsx
PRG-757,15,CB Double parage,352.24,A,31,2026-02-23 09:40:00,2026-02-23 18:25:10,SENT_TO_LIGNE,1002,2003,2003,2001,2002,production-day-2026-02-23.xlsx
PRG-319,16,CB Simple parage,413.54,E,8,2026-02-23 09:30:23,2026-02-23 16:00:12,SENT_TO_LIGNE,1003,2001,2005,2001,2002,production-day-2026-02-23.xlsx
PRG-801,17,Miette,320.28,G,4,2026-02-23 09:36:10,2026-02-23 19:16:21,SENT_TO_LIGNE,1003,2004,2003,2005,2001,production-day-2026-02-23.xlsx
PRG-104,18,CB Simple parage,253.93,C,12,2026-02-23 09:28:54,2026-02-23 15:37:21,SENT_TO_LIGNE,1002,2002,2005,2005,2002,production-day-2026-02-23.xlsx
PRG-897,19,CB Simple parage,201.94,C,13,2026-02-23 07:56:57,2026-02-23 15:00:30,SENT_TO_LIGNE,1001,2005,2002,2005,2004,production-day-2026-02-23.xlsx
