palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-5YQFLEQP,5/2 [1],Thon Entier au Naturel,3003,2025-12-12 17:24:47,production-day-2025-12-12.xlsx
PAL-M189KLQR,5/2 [1],Thon Emietté à la Tomate,3003,2025-12-12 12:12:31,production-day-2025-12-12.xlsx
PAL-XXDS3KN4,5/2 [1],Thon Entier au Naturel,3002,2025-12-12 11:20:02,production-day-2025-12-12.xlsx
PAL-N1H9S0Q9,400,Thon Entier à l'Huile,3002,2025-12-12 14:39:58,production-day-2025-12-12.xlsx
PAL-QFCQD9VL,Manuel,Thon Emietté à la Tomate,3001,2025-12-12 12:01:57,production-day-2025-12-12.xlsx
PAL-SPOWIEBF,5/2 [2],Thon Emietté à la Tomate,3001,2025-12-12 11:14:08,production-day-2025-12-12.xlsx
PAL-NJW0YOQN,5/2 [2],Thon Emietté à l'Huile,3001,2025-12-12 10:25:56,production-day-2025-12-12.xlsx
PAL-LXP8Y67G,5/2 [1],Thon Emietté à la Tomate,3001,2025-12-12 16:33:45,production-day-2025-12-12.xlsx
PAL-PONZYX6H,5/2 [2],Thon Entier au Naturel,3003,2025-12-12 13:15:21,production-day-2025-12-12.xlsx
PAL-5F1HKL5W,5/2 [1],Thon Entier à l'Huile,3002,2025-12-12 13:13:03,production-day-2025-12-12.xlsx
PAL-43OUPXN1,5/2 [1],Thon Entier à l'Huile,3001,2025-12-12 12:13:10,production-day-2025-12-12.xlsx
PAL-6L2VJN83,5/2 [2],Thon Entier au Naturel,3002,2025-12-12 14:51:06,production-day-2025-12-12.xlsx
PAL-1G8XTOZE,5/2 [2],Thon Entier au Naturel,3002,2025-12-12 18:24:23,production-day-2025-12-12.xlsx
PAL-4HLVW1NC,Manuel,Thon Emietté à la Tomate,3002,2025-12-12 13:29:14,production-day-2025-12-12.xlsx
PAL-CGVYO85I,1/5,Thon Entier au Naturel,3001,2025-12-12 12:32:36,production-day-2025-12-12.xlsx
PAL-NO13OENY,5/2 [2],Thon Entier au Naturel,3002,2025-12-12 18:07:11,production-day-2025-12-12.xlsx
PAL-VOGQHKH5,5/2 [1],Thon en Morceaux à l'Huile,3001,2025-12-12 17:37:16,production-day-2025-12-12.xlsx
PAL-UXCUAF2D,5/2 [2],Thon Emietté à l'Huile,3002,2025-12-12 16:37:18,production-day-2025-12-12.xlsx
PAL-DQ8NIRSC,400,Thon Entier à l'Huile,3002,2025-12-12 14:36:30,production-day-2025-12-12.xlsx
PAL-I0G4THHY,Manuel,Thon en Morceaux à l'Huile,3001,2025-12-12 16:30:32,production-day-2025-12-12.xlsx
