parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-655,1,CB Simple parage,437.37,D,15,2026-01-21 06:01:20,2026-01-21 08:43:37,SENT_TO_LIGNE,1002,2005,2003,2004,2005,production-day-2026-01-21.xlsx
PRG-692,2,CB Simple parage,390.92,A,5,2026-01-21 07:36:39,2026-01-21 14:10:49,SENT_TO_LIGNE,1001,2002,2003,2002,2001,production-day-2026-01-21.xlsx
PRG-933,3,Miette,415.48,E,4,2026-01-21 06:57:02,2026-01-21 09:28:03,SENT_TO_LIGNE,1003,2002,2003,2001,2003,production-day-2026-01-21.xlsx
PRG-767,4,CB Simple parage,373.34,A,25,2026-01-21 06:45:50,2026-01-21 10:34:02,SENT_TO_LIGNE,1001,2002,2002,2001,2004,production-day-2026-01-21.xlsx
PRG-961,5,CB Simple parage,405.69,E,18,2026-01-21 09:44:33,2026-01-21 13:30:19,SENT_TO_LIGNE,1003,2002,2002,2004,2002,production-day-2026-01-21.xlsx
PRG-534,6,CB Simple parage,302.14,B,22,2026-01-21 06:31:39,2026-01-21 13:06:31,SENT_TO_LIGNE,1001,2004,2005,2004,2002,production-day-2026-01-21.xlsx
PRG-364,7,CB Double parage,420.42,F,18,2026-01-21 06:26:00,2026-01-21 13:19:43,SENT_TO_LIGNE,1003,2004,2003,2004,2004,production-day-2026-01-21.xlsx
PRG-722,8,CB Double parage,208.66,E,32,2026-01-21 08:04:24,2026-01-21 17:59:42,SENT_TO_LIGNE,1003,2004,2005,2005,2004,production-day-2026-01-21.xlsx
PRG-619,9,CB Simple parage,237.46,D,3,2026-01-21 09:36:10,2026-01-21 17:07:58,SENT_TO_LIGNE,1002,2004,2002,2002,2002,production-day-2026-01-21.xlsx
PRG-754,10,Morcelé,424.68,F,9,2026-01-21 09:39:25,2026-01-21 13:11:34,SENT_TO_LIGNE,1002,2004,2004,2001,2005,production-day-2026-01-21.xlsx
PRG-588,11,Longe précuit,181.11,C,19,2026-01-21 08:27:50,2026-01-21 11:47:16,SENT_TO_LIGNE,1002,2001,2005,2005,2001,production-day-2026-01-21.xlsx
PRG-588,12,Miette,418.22,I,10,2026-01-21 09:27:28,2026-01-21 18:26:32,SENT_TO_LIGNE,1003,2003,2005,2005,2003,production-day-2026-01-21.xlsx
PRG-993,13,CB Simple parage,377.45,E,11,2026-01-21 07:36:42,2026-01-21 16:41:07,SENT_TO_LIGNE,1003,2001,2004,2001,2003,production-day-2026-01-21.xlsx
PRG-241,14,Miette,391.61,H,31,2026-01-21 09:23:17,2026-01-21 17:46:48,SENT_TO_LIGNE,1003,2004,2002,2003,2003,production-day-2026-01-21.xlsx
PRG-241,15,CB Simple parage,442.24,A,20,2026-01-21 08:12:59,2026-01-21 16:17:21,SENT_TO_LIGNE,1002,2001,2001,2004,2004,production-day-2026-01-21.xlsx
