palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-WJ12WSJM,5/2 [1],Thon Emietté à l'Huile,3001,2026-02-27 17:48:49,production-day-2026-02-27.xlsx
PAL-RZAL71DZ,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-27 11:40:38,production-day-2026-02-27.xlsx
PAL-TY8FRX2H,5/2 [2],Thon Emietté à l'Huile,3001,2026-02-27 14:27:11,production-day-2026-02-27.xlsx
PAL-4H0MS6BN,5/2 [1],Thon Entier au Naturel,3001,2026-02-27 14:01:23,production-day-2026-02-27.xlsx
PAL-DXLTPQJA,5/2 [2],Thon en Morceaux au Naturel,3001,2026-02-27 16:41:25,production-day-2026-02-27.xlsx
PAL-J314G6XN,5/2 [2],Thon Emietté à l'Huile,3002,2026-02-27 14:14:39,production-day-2026-02-27.xlsx
PAL-3TEJ3K6E,5/2 [1],Thon Entier au Naturel,3001,2026-02-27 17:18:20,production-day-2026-02-27.xlsx
PAL-M37XTEPZ,1/5,Thon Emietté à l'Huile,3002,2026-02-27 16:12:50,production-day-2026-02-27.xlsx
PAL-DBZDHUE5,1/5,Thon Entier à l'Huile,3001,2026-02-27 12:32:39,production-day-2026-02-27.xlsx
PAL-G0AIJRG8,5/2 [2],Thon en Morceaux au Naturel,3001,2026-02-27 15:09:32,production-day-2026-02-27.xlsx
PAL-TEQ73QIQ,5/2 [2],Thon en Morceaux à l'Huile,3002,2026-02-27 12:51:07,production-day-2026-02-27.xlsx
PAL-XAEJFHTZ,Manuel,Thon Entier au Naturel,3002,2026-02-27 18:14:31,production-day-2026-02-27.xlsx
PAL-CHAZYGM7,400,Thon Emietté à la Tomate,3002,2026-02-27 11:21:07,production-day-2026-02-27.xlsx
PAL-MKQPBS7E,400,Thon Entier au Naturel,3003,2026-02-27 17:22:17,production-day-2026-02-27.xlsx
PAL-X6U3OX5I,400,Thon en Morceaux à l'Huile,3001,2026-02-27 10:13:19,production-day-2026-02-27.xlsx
PAL-SJ735VLS,5/2 [1],Thon Entier à l'Huile,3003,2026-02-27 10:41:58,production-day-2026-02-27.xlsx
PAL-XN9HMFNP,Manuel,Thon Entier à l'Huile,3003,2026-02-27 12:45:45,production-day-2026-02-27.xlsx
PAL-CRD5ZFA5,1/5,Thon en Morceaux à l'Huile,3002,2026-02-27 09:58:54,production-day-2026-02-27.xlsx
PAL-SJ3ZBXXX,5/2 [2],Thon Entier à l'Huile,3001,2026-02-27 18:01:36,production-day-2026-02-27.xlsx
PAL-26G39Z8H,5/2 [1],Thon en Morceaux à l'Huile,3001,2026-02-27 13:12:53,production-day-2026-02-27.xlsx
PAL-HV6R59PO,5/2 [1],Thon Emietté à l'Huile,3002,2026-02-27 16:38:16,production-day-2026-02-27.xlsx
PAL-HR2HJHKN,400,Thon Emietté à la Tomate,3001,2026-02-27 11:21:05,production-day-2026-02-27.xlsx
PAL-8U5D302T,5/2 [2],Thon Entier au Naturel,3003,2026-02-27 10:51:56,production-day-2026-02-27.xlsx
PAL-DWGFR4Y3,5/2 [1],Thon Entier à l'Huile,3003,2026-02-27 12:30:45,production-day-2026-02-27.xlsx
PAL-RDIX2AT8,5/2 [2],Thon Entier au Naturel,3001,2026-02-27 16:56:54,production-day-2026-02-27.xlsx
PAL-A1UJ4T3A,1/5,Thon en Morceaux à l'Huile,3001,2026-02-27 16:24:00,production-day-2026-02-27.xlsx
PAL-02CG1SLF,400,Thon Entier à l'Huile,3001,2026-02-27 12:03:51,production-day-2026-02-27.xlsx
PAL-23UPEPQF,5/2 [2],Thon Entier au Naturel,3003,2026-02-27 15:32:38,production-day-2026-02-27.xlsx
PAL-O0J04HJ6,5/2 [1],Thon Entier au Naturel,3003,2026-02-27 16:38:31,production-day-2026-02-27.xlsx
PAL-CO0PLYAK,5/2 [1],Thon en Morceaux à l'Huile,3003,2026-02-27 12:40:02,production-day-2026-02-27.xlsx
PAL-RPZCB672,5/2 [2],Thon Entier à l'Huile,3003,2026-02-27 13:27:16,production-day-2026-02-27.xlsx
