palette_code,ligne_label,article,cheffe_ligne_matricule,entry_time,source_file
PAL-3LXMSBOK,5/2 [1],Thon en Morceaux à l'Huile,3002,2025-12-02 11:35:45,production-day-2025-12-02.xlsx
PAL-SG9VSUNP,5/2 [2],Thon Emietté à la Tomate,3003,2025-12-02 11:14:34,production-day-2025-12-02.xlsx
PAL-ZOVOOHEY,5/2 [2],Thon Entier au Naturel,3003,2025-12-02 15:14:03,production-day-2025-12-02.xlsx
PAL-481RARIR,1/5,Thon Emietté à la Tomate,3002,2025-12-02 17:47:45,production-day-2025-12-02.xlsx
PAL-R3767HDD,1/5,Thon en Morceaux au Naturel,3003,2025-12-02 16:08:41,production-day-2025-12-02.xlsx
PAL-3VR9OVHF,5/2 [2],Thon en Morceaux à l'Huile,3001,2025-12-02 11:30:04,production-day-2025-12-02.xlsx
PAL-EROI1CA9,1/5,Thon en Morceaux au Naturel,3001,2025-12-02 13:37:51,production-day-2025-12-02.xlsx
PAL-95L6SR9T,5/2 [2],Thon Entier à l'Huile,3002,2025-12-02 14:50:29,production-day-2025-12-02.xlsx
PAL-KTAOSCHC,5/2 [1],Thon Entier au Naturel,3001,2025-12-02 16:35:53,production-day-2025-12-02.xlsx
PAL-7F1DMR9O,5/2 [2],Thon Entier au Naturel,3003,2025-12-02 19:40:53,production-day-2025-12-02.xlsx
PAL-QA76MXF1,1/5,Thon en Morceaux au Naturel,3001,2025-12-02 13:03:20,production-day-2025-12-02.xlsx
PAL-R2V3Z7E4,5/2 [1],Thon Entier à l'Huile,3001,2025-12-02 17:15:53,production-day-2025-12-02.xlsx
PAL-L2UGRXAA,5/2 [1],Thon en Morceaux au Naturel,3002,2025-12-02 10:28:49,production-day-2025-12-02.xlsx
PAL-BHIATYA8,400,Thon en Morceaux à l'Huile,3002,2025-12-02 12:12:27,production-day-2025-12-02.xlsx
PAL-WNPM6VZW,5/2 [2],Thon Entier à l'Huile,3003,2025-12-02 16:25:15,production-day-2025-12-02.xlsx
PAL-2SSV8IJ5,5/2 [1],Thon Emietté à la Tomate,3001,2025-12-02 12:58:21,production-day-2025-12-02.xlsx
