parage_ref,numero_palette,longe_type,weight_kg,position_zone,position_number,entry_time,exit_time,status,operator_matricule,chef_tapis_1,chef_tapis_2,chef_tapis_3,chef_tapis_4,source_file
PRG-218,1,CB Simple parage,314.22,C,6,2026-01-19 09:07:32,2026-01-19 18:36:51,SENT_TO_LIGNE,1003,2004,2001,2003,2004,production-day-2026-01-19.xlsx
PRG-910,2,CB Double parage,246.3,H,26,2026-01-19 08:59:51,2026-01-19 17:01:28,SENT_TO_LIGNE,1001,2005,2005,2004,2004,production-day-2026-01-19.xlsx
PRG-151,3,CB Simple parage,407.96,H,35,2026-01-19 07:36:05,2026-01-19 11:38:30,SENT_TO_LIGNE,1002,2002,2001,2005,2005,production-day-2026-01-19.xlsx
PRG-960,4,CB Simple parage,395.38,H,11,2026-01-19 07:10:56,2026-01-19 12:22:48,SENT_TO_LIGNE,1002,2003,2004,2005,2004,production-day-2026-01-19.xlsx
PRG-444,5,CT simple parage,346.66,G,26,2026-01-19 06:11:59,2026-01-19 12:32:25,SENT_TO_LIGNE,1001,2001,2004,2005,2005,production-day-2026-01-19.xlsx
PRG-368,6,Longe précuit,224.76,A,10,2026-01-19 08:50:54,2026-01-19 17:08:53,SENT_TO_LIGNE,1002,2002,2001,2001,2003,production-day-2026-01-19.xlsx
PRG-790,7,CB Simple parage,262.82,G,19,2026-01-19 08:02:39,2026-01-19 10:06:16,SENT_TO_LIGNE,1001,2004,2005,2001,2002,production-day-2026-01-19.xlsx
PRG-303,8,Morcelé,219.6,G,18,2026-01-19 08:11:11,2026-01-19 15:19:31,SENT_TO_LIGNE,1002,2003,2002,2004,2002,production-day-2026-01-19.xlsx
PRG-111,9,Miette,204.02,D,15,2026-01-19 09:34:44,2026-01-19 16:17:06,SENT_TO_LIGNE,1003,2003,2003,2004,2005,production-day-2026-01-19.xlsx
PRG-108,10,Longe précuit,198.55,B,11,2026-01-19 09:14:31,2026-01-19 14:10:31,SENT_TO_LIGNE,1003,2002,2001,2004,2003,production-day-2026-01-19.xlsx
PRG-199,11,CB Simple parage,319.58,I,24,2026-01-19 08:44:51,2026-01-19 12:46:51,SENT_TO_LIGNE,1002,2002,2005,2005,2004,production-day-2026-01-19.xlsx
PRG-611,12,CB Simple parage,216.92,H,19,2026-01-19 06:39:20,2026-01-19 09:17:58,SENT_TO_LIGNE,1001,2004,2001,2003,2001,production-day-2026-01-19.xlsx
PRG-771,13,Morcelé,385.55,B,11,2026-01-19 08:42:07,2026-01-19 10:49:05,SENT_TO_LIGNE,1003,2003,2002,2002,2004,production-day-2026-01-19.xlsx
PRG-834,14,CB Double parage,242.6,E,20,2026-01-19 07:43:38,2026-01-19 11:49:51,SENT_TO_LIGNE,1002,2004,2002,2001,2002,production-day-2026-01-19.xlsx
